id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
IFNGR2	12	9.3623e-11	2.2816e-07	0.002475	1	11	-1.4725	0.9996	0.99962	1.0	20688	0	-1.4725
JAK1	12	1.1607e-10	2.2816e-07	0.002475	2	11	-1.6197	0.99808	0.99817	1.0	20655	0	-1.6197
ZNF474	12	9.8055e-06	7.3697e-05	0.27896	3	10	-0.60197	0.99998	0.99999	1.0	20695	0	-0.60197
SEC62	12	1.3462e-05	0.00010199	0.27896	4	10	-0.82977	0.93364	0.97167	1.0	20028	1	-0.82977
CYP8B1	12	1.7473e-05	0.00011294	0.27896	5	7	-0.53526	0.30323	0.54536	0.966257	12099	3	-0.53526
IRF1	12	2.0286e-05	0.00013256	0.27896	6	10	-0.46915	0.79964	0.91721	1.0	18895	1	-0.46915
STAT1	12	2.4287e-05	0.00014854	0.27896	7	10	-0.69857	0.92037	0.96645	1.0	19907	1	-0.69857
DAZAP1	12	2.5151e-05	0.00015036	0.27896	8	5	-0.02012	0.36261	0.61073	0.983381	13315	4	-0.02012
B3GNT6	12	2.8418e-05	0.00016086	0.27896	9	9	-0.90894	0.33481	0.57701	0.971709	12743	2	-0.90894
HLA-E	12	3.3603e-05	0.00017683	0.27896	10	10	-1.1253	0.84286	0.94016	1.0	19345	1	-1.1253
SLC30A2	12	3.4454e-05	0.00017774	0.27896	11	10	-0.73586	0.30103	0.54442	0.966257	12050	2	-0.73586
CEACAM16	12	3.5741e-05	0.00018276	0.27896	12	11	-0.46381	0.99858	0.99877	1.0	20668	0	-0.46381
CGA	12	4.0714e-05	0.00020375	0.27896	13	10	-0.59727	0.64134	0.84005	1.0	17397	1	-0.59727
PRSS57	12	4.14e-05	0.00020466	0.27896	14	9	-0.70001	0.050983	0.12644	0.70531	3829	3	-0.70001
OTX1	12	4.3042e-05	0.00020786	0.27896	15	9	-0.74406	0.99855	0.99873	1.0	20667	0	-0.74406
TMEM245	12	4.4669e-05	0.0002252	0.27896	16	7	-0.74276	0.16507	0.33591	0.842981	8564	3	-0.74276
B2M	12	4.7663e-05	0.00024984	0.27896	17	9	-1.5921	0.984	0.98886	1.0	20444	1	-1.5921
FNIP1	12	4.8772e-05	0.0002503	0.27896	18	9	-0.68453	0.93102	0.97056	1.0	20010	1	-0.68453
METRNL	12	5.0624e-05	0.00025623	0.27896	19	8	-0.68469	0.42957	0.68267	1.0	14615	4	-0.68469
PCDH1	12	5.1126e-05	0.00025714	0.27896	20	6	-0.35749	0.014491	0.037998	0.562324	1448	2	-0.35749
ERAP1	12	5.7416e-05	0.00027676	0.281503	21	8	-0.64108	0.61141	0.82366	1.0	17021	2	-0.64108
CENPT	12	6.0908e-05	0.00028543	0.281503	22	7	-0.6341	0.97013	0.98487	1.0	20342	1	-0.6341
RNF113A	12	7.4121e-05	0.000337	0.290366	23	8	-0.9926	0.1505	0.31594	0.839347	8092	3	-0.9926
CYP17A1	12	7.5452e-05	0.00033928	0.290366	24	6	-0.40472	0.094706	0.22463	0.790558	6097	4	-0.40472
C12orf74	12	7.9683e-05	0.00034795	0.290366	25	10	-0.52799	0.91174	0.96338	1.0	19850	1	-0.52799
EDA2R	12	8.0737e-05	0.00034795	0.290366	26	9	-0.51667	0.56573	0.77907	1.0	16452	1	-0.51667
KIAA0319	12	8.5136e-05	0.0003767	0.297914	27	8	-1.0131	0.33923	0.58138	0.971709	12834	2	-1.0131
CST2	12	8.7241e-05	0.00038446	0.297914	28	7	-0.20665	0.36298	0.61073	0.983381	13325	3	-0.20665
OR7G1	12	9.6933e-05	0.00054463	0.377257	29	8	-0.55895	0.87878	0.95234	1.0	19613	2	-0.55895
COL6A1	12	9.7112e-05	0.00054509	0.377257	30	8	-0.63137	0.02475	0.065097	0.62605	2234	3	-0.63137
DBF4B	12	9.8646e-05	0.00055033	0.377257	31	10	-0.59863	0.97053	0.98496	1.0	20344	1	-0.59863
COPB1	12	9.9272e-05	0.00055649	0.377257	32	8	-0.54742	0.76423	0.90086	1.0	18542	3	-0.54742
CHMP4A	12	0.00010633	0.00058798	0.377257	33	11	-0.39782	0.72117	0.88091	1.0	18131	1	-0.39782
NTS	12	0.0001074	0.00059118	0.377257	34	11	-0.35197	0.88186	0.95287	1.0	19633	1	-0.35197
DPCD	12	0.00011701	0.00063042	0.381188	35	4	-0.10433	0.34324	0.58519	0.971709	12917	4	-0.10433
SEMA7A	12	0.00012439	0.00064959	0.381188	36	6	-0.34562	0.62877	0.83457	1.0	17236	3	-0.34562
SLC26A9	12	0.00012462	0.00065004	0.381188	37	9	-0.64743	0.96772	0.98446	1.0	20327	1	-0.64743
ZSWIM4	12	0.00012575	0.00068153	0.389135	38	5	-0.14241	0.42851	0.68051	1.0	14597	4	-0.14241
GHR	12	0.00014133	0.00080884	0.439387	39	7	-0.48546	0.0052392	0.014971	0.489124	643	3	-0.48546
SMARCA5	12	0.00014579	0.00081113	0.439387	40	10	-0.81959	0.63638	0.83756	1.0	17329	2	-0.81959
SNX21	12	0.00015061	0.00083029	0.439387	41	6	-0.22292	0.34351	0.58519	0.971709	12924	4	-0.22292
TRO	12	0.00015652	0.00090102	0.457635	42	9	-0.391	0.98337	0.9884	1.0	20439	1	-0.391
U2AF2	12	0.00016663	0.00094301	0.457635	43	8	-0.56983	0.99615	0.99618	1.0	20621	0	-0.56983
ASH2L	12	0.00017091	0.00095259	0.457635	44	9	-0.75526	0.45302	0.70176	1.0	14906	1	-0.75526
NDUFA11	12	0.00017605	0.00096445	0.457635	45	3	0.016959	0.1763	0.36292	0.872008	8957	5	0.016959
CAMTA2	12	0.0001932	0.0010632	0.457635	46	6	-0.15226	0.28929	0.52968	0.966257	11760	5	-0.15226
GTF2H2	12	0.00019326	0.0010635	0.457635	47	9	-0.50101	0.54426	0.76371	1.0	16127	2	-0.50101
HBD	12	0.00019357	0.0010685	0.457635	48	9	-0.45036	0.94591	0.97701	1.0	20137	2	-0.45036
DPM3	12	0.00019414	0.0010694	0.457635	49	6	-0.30194	0.44425	0.69577	1.0	14781	2	-0.30194
CEP250	12	0.00020032	0.0010909	0.457635	50	8	-0.69766	0.81228	0.92314	1.0	19021	1	-0.69766
CBX1	12	0.00020334	0.0010968	0.457635	51	5	-0.13664	0.61976	0.82873	1.0	17116	3	-0.13664
WDR92	12	0.00021044	0.0011251	0.460583	52	7	-0.84669	0.81919	0.92877	1.0	19093	3	-0.84669
CA14	12	0.00022129	0.0012264	0.479677	53	6	-0.14777	0.73391	0.88836	1.0	18251	3	-0.14777
UAP1L1	12	0.00022604	0.0012442	0.479677	54	9	-0.5983	0.89529	0.95697	1.0	19717	2	-0.5983
SLA2	12	0.00022634	0.0012442	0.479677	55	5	-0.12367	0.50344	0.73581	1.0	15586	3	-0.12367
NPIPA5	6	0.00023495	0.0010931	0.457635	56	4	-1.2054	0.74195	0.82345	1.0	18317	1	-1.2054
AADACL2	12	0.00023766	0.0012602	0.479677	57	9	-0.46841	0.71172	0.87772	1.0	18048	1	-0.46841
CDON	12	0.00024641	0.0013044	0.486368	58	10	-0.37655	0.9985	0.9987	1.0	20666	0	-0.37655
CUBN	12	0.00025785	0.0013245	0.486368	59	10	-0.63869	0.55859	0.77364	1.0	16337	2	-0.63869
hsa-mir-7845	8	0.00026508	0.0013742	0.486368	60	4	-0.43	0.37522	0.57377	0.971709	13569	3	-0.43
DPY30	12	0.00027263	0.0013482	0.486368	61	7	-0.64481	0.30589	0.5475	0.966257	12154	3	-0.64481
ITFG3	12	0.00027663	0.0014965	0.486368	62	5	0.07375	0.15354	0.3198	0.839738	8191	6	0.07375
HIST1H2BL	12	0.00028535	0.0015038	0.486368	63	4	0.0109	0.25356	0.48676	0.947438	10984	5	0.0109
OBSL1	12	0.00028991	0.0015162	0.486368	64	6	-0.22068	0.55067	0.76723	1.0	16227	4	-0.22068
LEO1	12	0.00028991	0.0015162	0.486368	65	8	-0.75015	0.70154	0.87383	1.0	17967	2	-0.75015
ARMC12	12	0.00029194	0.0015189	0.486368	66	10	-0.49531	0.92236	0.96753	1.0	19920	2	-0.49531
B3GNT4	12	0.00029435	0.0015244	0.486368	67	7	-0.32835	0.9898	0.99158	1.0	20508	1	-0.32835
CSPG4	12	0.0003003	0.0015467	0.486368	68	8	-0.73061	0.79185	0.91357	1.0	18807	2	-0.73061
MRPS18A	12	0.00031033	0.0019314	0.583153	69	10	-0.62124	0.98901	0.99122	1.0	20501	1	-0.62124
GPR119	12	0.00031322	0.0019323	0.583153	70	6	-0.21686	0.17387	0.35323	0.85726	8875	5	-0.21686
hsa-mir-1285-2	8	0.00031692	0.0015207	0.486368	71	6	-0.70642	0.77218	0.86977	1.0	18608	1	-0.70642
BIRC6	12	0.00032131	0.002176	0.583153	72	6	-0.19025	0.41902	0.67208	1.0	14444	5	-0.19025
TAP2	12	0.00032152	0.002176	0.583153	73	10	-0.77276	0.92356	0.96791	1.0	19931	2	-0.77276
DEFB131	12	0.00032692	0.0021879	0.583153	74	3	0.029266	0.93069	0.97056	1.0	20004	1	0.029266
DHFRL1	12	0.0003304	0.0021902	0.583153	75	8	-0.56762	0.40069	0.65121	0.990105	14100	4	-0.56762
SNAI1	12	0.00033292	0.0021906	0.583153	76	9	-0.44105	0.9718	0.9851	1.0	20355	1	-0.44105
ARMC7	12	0.00033475	0.0022038	0.583153	77	10	-0.78391	0.92326	0.96773	1.0	19928	1	-0.78391
HLA-C	12	0.00034655	0.0024503	0.583153	78	8	-0.52443	0.11864	0.26562	0.813963	6992	2	-0.52443
NOC3L	12	0.00037721	0.00251	0.583153	79	4	0.39596	0.0082732	0.022536	0.507236	946	7	0.39596
GPRC5B	12	0.00038301	0.0025119	0.583153	80	9	-0.63306	0.90676	0.96172	1.0	19805	2	-0.63306
PRDM5	12	0.0003895	0.0025406	0.583153	81	6	-0.093186	0.48384	0.721	1.0	15319	3	-0.093186
C1orf151-NBL1	12	0.00039587	0.0025552	0.583153	82	6	-0.24292	0.42154	0.67454	1.0	14488	3	-0.24292
JAK2	12	0.00040599	0.0025712	0.583153	83	8	-0.89339	0.5624	0.77652	1.0	16398	1	-0.89339
ZNF469	12	0.00040997	0.0025817	0.583153	84	7	-0.50455	0.29838	0.54148	0.966257	11972	4	-0.50455
SPINK4	12	0.00041037	0.0025817	0.583153	85	8	-0.40935	0.71264	0.87806	1.0	18055	3	-0.40935
C17orf100	12	0.00041147	0.0025821	0.583153	86	9	-0.66727	0.6416	0.84005	1.0	17401	1	-0.66727
ANP32B	12	0.00041441	0.0026095	0.583153	87	9	-0.54828	0.47192	0.712	1.0	15144	2	-0.54828
hsa-mir-4520a	8	0.0004159	0.0021646	0.583153	88	6	-0.50093	0.79104	0.88067	1.0	18799	1	-0.50093
KIAA1107	12	0.00041987	0.0026118	0.583153	89	7	-0.57722	0.64174	0.84005	1.0	17405	3	-0.57722
FAM3B	12	0.00042188	0.0026123	0.583153	90	7	-0.23386	0.062638	0.14902	0.706863	4514	4	-0.23386
TRIM50	12	0.00042749	0.0026214	0.583153	91	3	0.084467	0.16574	0.33657	0.842981	8594	5	0.084467
GIMAP8	12	0.00043182	0.0026483	0.583153	92	7	-0.46142	0.98188	0.98781	1.0	20425	1	-0.46142
DEFB116	12	0.00043395	0.0026533	0.583153	93	5	0.10309	0.10087	0.23588	0.801047	6325	6	0.10309
IFNW1	12	0.0004385	0.0027245	0.583153	94	9	-0.80114	0.49293	0.72832	1.0	15450	3	-0.80114
SERBP1	12	0.00045473	0.0027752	0.583153	95	7	-0.26547	0.90332	0.96034	1.0	19784	2	-0.26547
CLIP4	12	0.00045727	0.002777	0.583153	96	9	-0.2354	0.3864	0.63945	0.990105	13795	2	-0.2354
SH2D3C	12	0.0004686	0.0027975	0.583153	97	8	-0.43618	0.92054	0.96655	1.0	19909	1	-0.43618
SEZ6L2	12	0.00047398	0.0028162	0.583153	98	8	-0.46435	0.67588	0.8613	1.0	17743	3	-0.46435
RFX3	12	0.00047777	0.0028217	0.583153	99	6	-0.15622	0.37785	0.6277	0.987583	13619	3	-0.15622
CYP20A1	12	0.00048045	0.0028249	0.583153	100	4	0.21915	0.046274	0.11474	0.692479	3538	5	0.21915
IBA57	12	0.00048165	0.0028276	0.583153	101	6	-0.3399	0.46825	0.70997	1.0	15090	2	-0.3399
hsa-mir-561	8	0.00050175	0.0023179	0.583153	102	3	-0.069214	0.94614	0.95361	1.0	20140	1	-0.069214
HIST2H3A	10	0.00050981	0.0024585	0.583153	103	9	-0.55459	0.99988	0.99993	1.0	20693	0	-0.55459
INTS7	12	0.00051626	0.0029093	0.583153	104	6	-0.0634	0.089031	0.21269	0.77579	5862	4	-0.0634
ACVR2A	12	0.00052397	0.0029422	0.583153	105	10	-0.49525	0.99869	0.99882	1.0	20672	0	-0.49525
ARF3	12	0.00052805	0.0029426	0.583153	106	8	-0.49621	0.64556	0.84295	1.0	17452	1	-0.49621
hsa-mir-5703	8	0.00054489	0.0025758	0.583153	107	7	-0.54866	0.9976	0.99816	1.0	20650	0	-0.54866
AMBRA1	12	0.0005495	0.003007	0.583153	108	7	-0.35015	0.12404	0.27424	0.813963	7167	4	-0.35015
SPINK9	12	0.00055572	0.0030371	0.583153	109	10	-0.47532	0.99952	0.99955	1.0	20683	0	-0.47532
PLIN5	12	0.00057833	0.0031069	0.583153	110	3	0.12213	0.1201	0.2694	0.813963	7045	6	0.12213
WDR38	12	0.00060551	0.0031608	0.583153	111	8	-0.44095	0.9585	0.98204	1.0	20265	2	-0.44095
KLC4	12	0.00060803	0.0031612	0.583153	112	6	-0.19191	0.67982	0.86357	1.0	17782	2	-0.19191
HTR4	12	0.00061297	0.0031726	0.583153	113	7	-0.26854	0.83697	0.93747	1.0	19291	2	-0.26854
PCYOX1L	12	0.00061439	0.0031777	0.583153	114	10	-0.33544	0.80967	0.92153	1.0	18993	1	-0.33544
DOK4	12	0.00062006	0.0031904	0.583153	115	6	-0.19062	0.88239	0.95287	1.0	19638	1	-0.19062
UBE2F	12	0.00062861	0.0032105	0.583153	116	3	0.23597	0.11638	0.26358	0.813963	6905	6	0.23597
BRINP2	12	0.00063968	0.0032338	0.583153	117	6	-0.16927	0.77422	0.90581	1.0	18628	2	-0.16927
hsa-mir-922	8	0.00065515	0.002908	0.583153	118	6	-0.67301	0.93072	0.94269	1.0	20005	1	-0.67301
IL11RA	12	0.00066342	0.0032945	0.583153	119	8	-0.67115	0.17107	0.34812	0.853912	8778	4	-0.67115
PFDN6	12	0.00067888	0.0033086	0.583153	120	5	-0.11157	0.52918	0.75244	1.0	15918	1	-0.11157
DVL1	12	0.00068336	0.0033091	0.583153	121	7	-0.43519	0.36543	0.61567	0.987237	13378	2	-0.43519
FAM149B1	12	0.00068653	0.0033346	0.583153	122	10	-0.33159	0.30347	0.54584	0.966257	12109	2	-0.33159
ADAMTS16	12	0.00070585	0.0033889	0.583153	123	9	-0.55319	0.96847	0.98456	1.0	20334	1	-0.55319
hsa-mir-4498	8	0.00071923	0.0030891	0.583153	124	6	-0.5085	0.60796	0.77839	1.0	16983	2	-0.5085
HNRNPH1	12	0.00072136	0.0034496	0.583153	125	10	-0.79832	0.78945	0.91281	1.0	18782	2	-0.79832
CDX2	12	0.00072162	0.0034496	0.583153	126	9	-0.45253	0.98426	0.98895	1.0	20449	1	-0.45253
ZKSCAN4	12	0.0007236	0.0034665	0.583153	127	9	-0.39837	0.99998	0.99999	1.0	20696	0	-0.39837
CELF6	12	0.00072811	0.0034756	0.583153	128	8	-0.51934	0.50304	0.73551	1.0	15578	1	-0.51934
APOBEC3G	12	0.00073166	0.0034943	0.583153	129	9	-0.44809	0.86314	0.94739	1.0	19511	2	-0.44809
MARS	12	0.0007473	0.0035546	0.583153	130	8	-0.54927	0.10071	0.23567	0.801047	6314	4	-0.54927
TIRAP	12	0.00074922	0.0035687	0.583153	131	5	-0.010454	0.10272	0.2399	0.803814	6391	6	-0.010454
SCN8A	12	0.00075156	0.0035747	0.583153	132	4	0.20034	0.1963	0.40161	0.900738	9567	6	0.20034
GUCA2B	12	0.00076452	0.0038886	0.627026	133	8	-0.49522	0.49766	0.73069	1.0	15516	3	-0.49522
EN2	12	0.00076596	0.0039014	0.627026	134	8	-0.26759	0.22956	0.45679	0.933662	10456	4	-0.26759
BRI3BP	12	0.00077942	0.0039881	0.631676	135	6	-0.14669	0.60362	0.81434	1.0	16931	3	-0.14669
USP7	12	0.0007851	0.0039886	0.631676	136	10	-0.40648	0.8909	0.95541	1.0	19685	1	-0.40648
hsa-mir-6834	8	0.00080435	0.0032922	0.583153	137	7	-0.74524	0.92588	0.93988	1.0	19952	1	-0.74524
LOC643037	12	0.00082881	0.0041255	0.635668	138	10	-0.46564	0.85469	0.94551	1.0	19460	2	-0.46564
ACTL7A	12	0.00082969	0.0041255	0.635668	139	4	0.08116	0.22627	0.45248	0.932957	10396	5	0.08116
CFLAR	12	0.00083815	0.0041309	0.635668	140	6	-0.19922	0.81947	0.92919	1.0	19098	3	-0.19922
KCNQ1	12	0.00084886	0.0041442	0.635668	141	4	0.0032863	0.36714	0.61744	0.987583	13405	5	0.0032863
WSCD2	12	0.00085686	0.0044846	0.635668	142	8	-0.44939	0.33316	0.57577	0.971709	12701	3	-0.44939
RIMS2	12	0.0008627	0.0045024	0.635668	143	7	-0.43859	0.74284	0.89201	1.0	18327	3	-0.43859
ZNF880	12	0.00086602	0.0045042	0.635668	144	5	-0.15755	0.46476	0.70755	1.0	15041	3	-0.15755
H2AFZ	12	0.00086788	0.0045334	0.635668	145	10	-1.0609	0.48716	0.72255	1.0	15368	2	-1.0609
MCFD2	12	0.00087848	0.0045476	0.635668	146	7	-0.42699	0.75585	0.89766	1.0	18461	3	-0.42699
BSPRY	12	0.00087968	0.004548	0.635668	147	9	-0.52698	0.62302	0.83132	1.0	17154	2	-0.52698
SUPT4H1	12	0.00087995	0.0045521	0.635668	148	5	0.060858	0.23687	0.46389	0.935933	10610	5	0.060858
PROS1	12	0.00089709	0.0046105	0.635668	149	6	-0.14096	0.30211	0.54466	0.966257	12077	4	-0.14096
UBE2D2	12	0.00090246	0.0046201	0.635668	150	8	-0.62574	0.47955	0.71774	1.0	15258	2	-0.62574
MSH6	12	0.00091508	0.0049779	0.635668	151	8	-0.49057	0.29102	0.53191	0.966257	11798	4	-0.49057
GIMAP1	10	0.00091579	0.0046338	0.635668	152	8	-0.51352	0.19423	0.38062	0.884713	9507	2	-0.51352
hsa-mir-519a-1	6	0.00091768	0.0062492	0.6526	153	3	-0.41578	0.89516	0.90259	1.0	19715	1	-0.41578
UBE3C	12	0.00092032	0.0049888	0.635668	154	7	-0.85331	0.81617	0.92595	1.0	19058	2	-0.85331
KANSL2	12	0.00092531	0.0049998	0.635668	155	8	-0.68342	0.88931	0.95472	1.0	19678	2	-0.68342
CASS4	12	0.00093021	0.0050002	0.635668	156	5	-0.066487	0.18938	0.38674	0.888325	9367	5	-0.066487
GABRG2	12	0.0009306	0.0050002	0.635668	157	8	-0.74338	0.82278	0.93052	1.0	19145	2	-0.74338
PGM2	12	0.00093516	0.0050089	0.635668	158	9	-0.43039	0.94072	0.97401	1.0	20092	2	-0.43039
OR52K2	12	0.00094044	0.0050217	0.635668	159	7	-0.6624	0.81269	0.92335	1.0	19025	3	-0.6624
OR1D2	12	0.00094632	0.0050559	0.635668	160	9	-0.53077	0.99977	0.9998	1.0	20692	0	-0.53077
RFC5	12	0.00095549	0.0050632	0.635668	161	6	-0.30992	0.92711	0.96886	1.0	19967	1	-0.30992
PPP1R12A	12	0.00095629	0.0050632	0.635668	162	10	-0.46839	0.95108	0.97948	1.0	20185	1	-0.46839
C20orf173	12	0.00095888	0.005091	0.635668	163	7	-0.35814	0.20243	0.41148	0.90415	9749	3	-0.35814
GC	12	0.00096185	0.0050974	0.635668	164	9	-0.30093	0.92083	0.96664	1.0	19916	1	-0.30093
VAPA	12	0.0009701	0.0051111	0.635668	165	4	-0.0021791	0.50687	0.73955	1.0	15640	4	-0.0021791
PIAS1	12	0.00097402	0.0051554	0.635668	166	8	-0.50574	0.64743	0.84573	1.0	17472	4	-0.50574
GUCD1	12	0.00097731	0.0051627	0.635668	167	9	-0.42686	0.99866	0.99882	1.0	20671	0	-0.42686
FOXI3	12	0.00098047	0.0051741	0.635668	168	7	-0.3181	0.68636	0.86596	1.0	17836	3	-0.3181
EPB49	12	0.00098406	0.0051819	0.635668	169	10	-0.85395	0.99999	1.0	1.0	20697	0	-0.85395
MTCP1	12	0.00098454	0.0051819	0.635668	170	8	-0.59087	0.069943	0.16563	0.722793	4889	4	-0.59087
CTRB1	10	0.00098467	0.0048218	0.635668	171	2	0.047367	0.43597	0.65805	0.992263	14676	3	0.047367
UPF1	12	0.00098959	0.0051823	0.635668	172	10	-0.50599	0.29658	0.53954	0.966257	11926	2	-0.50599
DENR	12	0.0009997	0.0052658	0.635668	173	10	-0.51475	0.99751	0.99747	1.0	20648	0	-0.51475
NDUFA6	12	0.0010221	0.0053416	0.635668	174	5	0.095601	0.061359	0.14701	0.706863	4426	5	0.095601
ASAH2	12	0.0010293	0.0053548	0.635668	175	8	-0.54445	0.606	0.81835	1.0	16960	3	-0.54445
DNAJC5G	12	0.0010307	0.0053553	0.635668	176	1	0.59047	0.0027563	0.0076812	0.439732	374	8	0.59047
DLX5	12	0.0010669	0.005577	0.635668	177	6	-0.25979	0.52951	0.75259	1.0	15921	3	-0.25979
PURB	12	0.0010767	0.0056072	0.635668	178	7	-0.59917	0.91837	0.96582	1.0	19897	2	-0.59917
IGFALS	12	0.0010805	0.0056126	0.635668	179	5	-0.13806	0.73257	0.88763	1.0	18232	3	-0.13806
FXYD2	12	0.001081	0.0056126	0.635668	180	4	-0.078871	0.48437	0.72127	1.0	15326	4	-0.078871
PNMAL1	12	0.0010866	0.0056432	0.635668	181	10	-0.37538	0.35222	0.59621	0.975652	13115	1	-0.37538
ZDHHC19	12	0.0010868	0.0056432	0.635668	182	7	-0.52049	0.27476	0.51456	0.960617	11456	1	-0.52049
LZTS2	12	0.0010911	0.00565	0.635668	183	7	-0.52667	0.91734	0.96545	1.0	19891	2	-0.52667
GCC2	12	0.0010914	0.00565	0.635668	184	8	-0.63825	0.74191	0.89144	1.0	18316	3	-0.63825
EFNB3	12	0.0010958	0.0056555	0.635668	185	4	-0.033184	0.26131	0.49186	0.947438	11157	4	-0.033184
DEDD	12	0.0010993	0.0056674	0.635668	186	8	-0.46855	0.99186	0.99273	1.0	20543	1	-0.46855
LIM2	12	0.0011011	0.0056738	0.635668	187	8	-0.49091	0.25006	0.48037	0.944419	10903	4	-0.49091
ASB3	12	0.001119	0.0057221	0.635668	188	10	-0.40004	0.63519	0.83735	1.0	17306	1	-0.40004
FXR2	12	0.0011192	0.0057221	0.635668	189	9	-0.43951	0.99543	0.99559	1.0	20603	0	-0.43951
MNT	12	0.0011245	0.0057285	0.635668	190	7	-0.30387	0.0063448	0.018298	0.498132	768	2	-0.30387
C4orf3	12	0.0011289	0.005729	0.635668	191	4	-0.028743	0.73383	0.88836	1.0	18250	3	-0.028743
RNASE13	12	0.0011312	0.0057358	0.635668	192	8	-0.38674	0.26654	0.50091	0.952692	11274	4	-0.38674
LRRC72	12	0.0011416	0.0057618	0.635668	193	6	-0.17391	0.19973	0.40808	0.90288	9677	4	-0.17391
CIRH1A	12	0.0011417	0.0057618	0.635668	194	9	-0.78491	0.013511	0.035267	0.552878	1367	3	-0.78491
AGBL3	12	0.0011423	0.0057618	0.635668	195	5	0.089158	0.63426	0.83677	1.0	17299	4	0.089158
PPIG	12	0.0011448	0.0057623	0.635668	196	9	-0.42906	0.85182	0.94428	1.0	19440	2	-0.42906
UFC1	12	0.0011501	0.0057933	0.635668	197	9	-0.48408	0.056315	0.13699	0.706863	4139	3	-0.48408
SLC35D1	12	0.0011617	0.0058353	0.635668	198	9	-0.4302	0.96101	0.98304	1.0	20283	1	-0.4302
HOXD9	12	0.0011703	0.0058568	0.635668	199	7	-0.39047	0.12858	0.27966	0.813963	7340	2	-0.39047
hsa-mir-6500	8	0.0011777	0.0082018	0.722477	200	5	-0.75085	0.52067	0.7113	1.0	15814	2	-0.75085
ERN1	12	0.0012044	0.0058823	0.635668	201	8	-0.52383	0.93784	0.97265	1.0	20060	2	-0.52383
H2AFB1	8	0.0012049	0.0082968	0.722477	202	6	-0.41945	0.92464	0.93932	1.0	19943	1	-0.41945
GJA9	12	0.0012297	0.0060019	0.635668	203	6	-0.26823	0.21162	0.42769	0.914393	10023	3	-0.26823
CBX8	12	0.0012317	0.0060019	0.635668	204	1	0.25045	0.024956	0.066024	0.62605	2248	8	0.25045
NUCB1	12	0.001237	0.0060023	0.635668	205	5	0.09534	0.19611	0.40161	0.900738	9560	5	0.09534
CHD8	12	0.001238	0.0060023	0.635668	206	8	-0.49802	0.97015	0.98487	1.0	20343	1	-0.49802
CTR9	12	0.0012413	0.0060023	0.635668	207	8	-0.68998	0.95101	0.97938	1.0	20184	1	-0.68998
GCNT1	12	0.0012446	0.006006	0.635668	208	8	-0.57464	0.94667	0.97764	1.0	20146	2	-0.57464
PTPRH	12	0.0012569	0.0064153	0.6526	209	6	-0.21292	0.49434	0.72864	1.0	15472	4	-0.21292
GREM1	12	0.0012799	0.0064769	0.6526	210	8	-0.68552	0.26062	0.49159	0.947438	11139	3	-0.68552
OLFM3	12	0.001282	0.0064769	0.6526	211	7	-0.42294	0.11615	0.26307	0.813963	6893	4	-0.42294
ZFP14	12	0.0012904	0.0064815	0.6526	212	8	-0.66831	0.81852	0.92787	1.0	19085	3	-0.66831
IGF2BP2	12	0.0013042	0.0064947	0.6526	213	5	0.1138	0.05765	0.14026	0.706863	4204	6	0.1138
PTPN18	12	0.0013104	0.0065066	0.6526	214	8	-0.42314	0.99144	0.99246	1.0	20533	1	-0.42314
hsa-mir-499b	6	0.0013197	0.0074653	0.689425	215	2	0.013536	0.31463	0.48712	0.947438	12329	1	0.013536
TMEM68	12	0.0013209	0.0065463	0.6526	216	4	0.090117	0.23984	0.46835	0.938073	10677	4	0.090117
HAVCR1	12	0.0013322	0.0065677	0.6526	217	3	-0.029215	0.81768	0.92747	1.0	19077	3	-0.029215
F2R	12	0.0013493	0.0066047	0.6526	218	8	-0.39158	0.52262	0.74861	1.0	15830	4	-0.39158
C20orf144	12	0.0013515	0.0066047	0.6526	219	5	-0.032373	0.23287	0.45949	0.933662	10532	5	-0.032373
PYDC1	12	0.0013628	0.0066312	0.6526	220	9	-0.46514	0.73783	0.88952	1.0	18282	3	-0.46514
PNLIPRP2	12	0.0013692	0.0067014	0.6526	221	6	-0.39839	0.50447	0.73612	1.0	15608	2	-0.39839
C1orf131	12	0.0013716	0.0067014	0.6526	222	8	-0.34946	0.32157	0.56451	0.971709	12465	3	-0.34946
CYP24A1	12	0.0013743	0.0067019	0.6526	223	2	-0.0030444	0.20495	0.41476	0.905329	9821	4	-0.0030444
YIPF5	12	0.0013754	0.0067019	0.6526	224	5	-0.073372	0.69026	0.86765	1.0	17871	3	-0.073372
CDKN2D	12	0.0013825	0.0067074	0.6526	225	4	-0.097789	0.24276	0.47088	0.938073	10723	4	-0.097789
SPEF2	12	0.0013843	0.0067074	0.6526	226	8	-0.70587	0.36439	0.61278	0.985213	13350	3	-0.70587
USP17L11	12	0.0014038	0.0067831	0.657024	227	6	-0.07248	0.8733	0.95086	1.0	19578	2	-0.07248
ZZEF1	12	0.0014304	0.0068552	0.661056	228	7	-0.22567	0.22168	0.44426	0.926036	10284	3	-0.22567
SPATA12	12	0.0014327	0.0069091	0.661251	229	4	0.0165	0.16527	0.33591	0.842981	8570	5	0.0165
