Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
KRT6A	6	-1.0211	-2.7175	0.043416	0.80635	0.0065771	0.84383
CCDC103	6	0.5838	1.4266	0.55044	0.98936	0.1537	0.84383
GRK7	6	-0.066669	-0.11279	0.6122	0.99078	0.9102	0.96463
DEXI	6	0.5942	0.97904	0.53865	0.98816	0.32756	0.84383
TTC31	6	-0.51526	-1.2171	0.21966	0.94021	0.22355	0.84383
PET100	6	0.48446	0.78111	0.66521	0.99682	0.43474	0.84383
GPC2	6	-0.3499	-0.66209	0.33747	0.95579	0.50791	0.84469
PSMG4	6	-0.70552	-1.3342	0.12721	0.9127	0.18213	0.84383
SPATA31D1	6	0.33654	0.53789	0.86021	0.99682	0.59066	0.85876
EFCAB7	6	1.5527	0.99688	0.041296	0.80106	0.31882	0.84383
MAP10	6	-0.010446	-0.024692	0.67549	0.99682	0.9803	0.99309
SETMAR	6	0.61628	1.111	0.51625	0.98798	0.26655	0.84383
SPINK14	6	-0.47417	-0.78131	0.24672	0.9415	0.43462	0.84383
IGSF9	6	1.7506	0.77776	0.022492	0.73763	0.43671	0.84383
U2AF1L4	6	-0.16217	-0.43022	0.50966	0.98798	0.66704	0.88059
KDM4B	6	-0.64047	-2.0721	0.15518	0.92898	0.038253	0.84383
ZNF628	6	0.99523	1.0619	0.21256	0.94021	0.28828	0.84383
PNMAL1	6	-0.37727	-1.1489	0.3159	0.95153	0.25059	0.84383
SMIM19	6	0.15889	0.39915	0.88768	0.99682	0.68978	0.88761
RTN4IP1	6	1.6076	0.94834	0.034567	0.7907	0.34296	0.84383
ATP1B1	6	0.45786	1.004	0.70236	0.99682	0.31538	0.84383
PNMAL2	6	0.39963	0.69368	0.77817	0.99682	0.48788	0.84383
COL6A5	6	0.42198	1.0801	0.74964	0.99682	0.28008	0.84383
MCEE	6	0.095835	0.19152	0.8032	0.99682	0.84812	0.9427
CHMP4A	6	0.055988	0.19186	0.75135	0.99682	0.84785	0.94266
CDPF1	6	0.49908	0.97086	0.64705	0.9944	0.33162	0.84383
KRTAP22-2	6	0.17841	0.48151	0.91709	0.9972	0.63015	0.87023
IGIP	6	0.2341	0.43586	0.9953	0.99944	0.66294	0.87928
LRTM1	6	0.88546	1.0641	0.27773	0.94792	0.28728	0.84383
AMPD3	6	-0.27827	-0.8979	0.39738	0.9739	0.36924	0.84383
ZNF682	6	-1.1227	-1.9852	0.031756	0.78744	0.047117	0.84383
SCML4	6	-0.23686	-0.34361	0.43679	0.98269	0.73114	0.90256
KCNA1	6	0.97481	0.86558	0.2239	0.94021	0.38672	0.84383
hsa-mir-302d	4	-0.64326	-1.3082	0.24814	0.9415	0.19082	0.84383
LRRC58	6	0.72399	1.1605	0.40642	0.97609	0.24584	0.84383
SYAP1	6	-0.37072	-0.78187	0.32087	0.95199	0.43429	0.84383
ROBO1	6	-0.6022	-1.8679	0.17196	0.93443	0.061771	0.84383
RHBDD3	6	-0.060469	-0.13362	0.61783	0.99078	0.8937	0.95908
NonTargetingControlGuideForHuman_0253	1	-0.57641	-1.2849	0.62986	0.99168	0.19882	0.84383
OR56B1	6	-0.43023	-0.97861	0.27714	0.94792	0.32777	0.84383
BANF2	6	-0.20348	-0.52802	0.46688	0.98648	0.59749	0.86001
RPL7A	6	-0.85618	-0.91604	0.077292	0.86261	0.35965	0.84383
C4orf48	6	0.43224	0.7379	0.73457	0.99682	0.46057	0.84383
FCGR1B	5	-0.051085	-0.086917	0.66336	0.99682	0.93074	0.9726
ATG16L2	6	-0.23604	-0.53502	0.43766	0.98292	0.59264	0.85876
ZNF19	6	0.4507	1.0811	0.71084	0.99682	0.27967	0.84383
OR1B1	6	0.20546	0.52044	0.95405	0.99855	0.60276	0.86034
OTOS	6	0.30818	0.46757	0.89966	0.99682	0.64009	0.87247
ADAMTSL1	6	-0.35798	-0.88957	0.33124	0.95508	0.3737	0.84383
CCDC63	6	0.29318	0.64575	0.9211	0.9974	0.51844	0.84562
TLX1	6	0.34361	0.83337	0.85242	0.99682	0.40463	0.84383
SLC19A3	6	0.1513	0.32704	0.87726	0.99682	0.74363	0.90588
JRK	6	-0.43653	-1.144	0.27193	0.94696	0.25262	0.84383
MANEA	6	1.1324	1.2756	0.14647	0.92689	0.20209	0.84383
PROK1	6	1.3459	0.80894	0.07826	0.86261	0.41855	0.84383
HSD17B4	6	0.20831	0.4134	0.95746	0.99885	0.67931	0.8847
DCXR	6	0.9926	1.0095	0.21418	0.94021	0.31272	0.84383
RPL19	6	1.7968	0.71695	0.018989	0.71157	0.4734	0.84383
SMAD9	6	0.086773	0.22887	0.79149	0.99682	0.81897	0.93118
PNRC1	6	0.55669	0.86928	0.5787	0.98944	0.38469	0.84383
C1QTNF8	6	-16.845	-30.077	0.0008757	0.375	9.7591e-199	3.0249e-195
TMPRSS4	6	0.69875	1.0684	0.43209	0.98153	0.28536	0.84383
SPP1	6	-0.46099	-1.4424	0.2551	0.94611	0.1492	0.84383
hsa-mir-3917	4	0.35801	0.56339	0.84749	0.99682	0.57317	0.85573
USP17L15	6	1.7688	0.77814	0.021109	0.72468	0.43649	0.84383
PRR16	6	0.18792	0.49692	0.93045	0.99751	0.61924	0.86674
CC2D2B	6	0.31418	0.73049	0.89114	0.99682	0.46509	0.84383
TMEM71	6	0.5074	0.89225	0.63723	0.99299	0.37226	0.84383
KDM2B	6	-0.48674	-0.98989	0.23768	0.9415	0.32223	0.84383
PHC1	6	0.71036	1.0428	0.41992	0.97893	0.29702	0.84383
OR2A4	6	-0.26843	-0.76095	0.40646	0.97609	0.44669	0.84383
SMIM11	6	0.036993	0.066551	0.73001	0.99682	0.94694	0.9784
MUM1L1	6	0.58695	1.0557	0.54634	0.98818	0.29109	0.84383
OXLD1	6	0.056968	0.094464	0.75264	0.99682	0.92474	0.96999
CD24	6	-0.58638	-1.3819	0.17961	0.93525	0.16701	0.84383
VPREB1	6	0.051432	0.098528	0.74549	0.99682	0.92151	0.9689
RNF25	6	-0.28521	-0.72825	0.39134	0.97274	0.46646	0.84383
SPTA1	6	0.87326	0.98834	0.28529	0.94792	0.32298	0.84383
C1orf56	6	1.0557	1.0332	0.18012	0.93547	0.30149	0.84383
NT5C	6	1.0534	0.7858	0.18136	0.93547	0.43198	0.84383
ATP6V1B1	6	0.28534	0.5436	0.93193	0.99751	0.58671	0.85852
hsa-mir-4796	4	0.010207	0.022047	0.77052	0.99682	0.98241	0.99387
SLC36A3	6	2.1335	0.66592	0.0064525	0.584	0.50546	0.84467
UBQLN4	6	0.11062	0.15821	0.82265	0.99682	0.87429	0.95181
C16orf71	6	0.45853	0.89261	0.70153	0.99682	0.37207	0.84383
BCR	6	0.16207	0.24798	0.89252	0.99682	0.80415	0.92502
SLFN13	6	0.21234	0.48706	0.9629	0.99919	0.62621	0.86927
ARID4B	6	0.39393	0.55592	0.78582	0.99682	0.57826	0.8561
MOCOS	6	0.9192	1.0477	0.2569	0.94611	0.29477	0.84383
PRR5	6	-0.15009	-0.47259	0.5215	0.98798	0.63651	0.87175
GIMAP1	5	0.24585	0.52477	0.98161	0.99944	0.59974	0.86014
MPDZ	6	0.34323	0.70388	0.85293	0.99682	0.48151	0.84383
ATP4A	6	0.56056	1.023	0.57446	0.98944	0.30631	0.84383
NUMA1	6	-0.02452	-0.042783	0.65908	0.99665	0.96587	0.98596
ATP7B	6	-0.26976	-0.91053	0.40554	0.97572	0.36254	0.84383
SRSF11	6	0.5334	0.84615	0.60584	0.99078	0.39747	0.84383
C21orf59	6	1.0753	0.99571	0.17099	0.93443	0.31939	0.84383
ARRDC1	6	-0.21547	-0.51575	0.45642	0.98557	0.60603	0.86099
ATP9A	6	0.47975	1.3921	0.67221	0.99682	0.1639	0.84383
LRRC30	6	-0.054449	-0.10798	0.62506	0.99168	0.91401	0.96606
VSTM5	6	0.41026	2.0294	0.76425	0.99682	0.042419	0.84383
DAPP1	6	-0.23375	-0.44725	0.43988	0.98346	0.65469	0.87654
TTLL12	6	0.31187	0.68703	0.89446	0.99682	0.49207	0.84383
NonTargetingControlGuideForHuman_0746	1	0.41754	0.81652	0.90151	0.99682	0.4142	0.84383
SYT9	6	-0.31637	-0.76547	0.36411	0.96557	0.44399	0.84383
AMOTL2	6	-0.029701	-0.07733	0.65327	0.99558	0.93836	0.97569
PGAP3	6	0.15619	0.32582	0.88422	0.99682	0.74456	0.90588
DCD	6	-0.49651	-1.6603	0.23201	0.9415	0.096862	0.84383
OR4K15	6	-0.71244	-1.5506	0.12472	0.91089	0.12101	0.84383
TOMM22	6	0.4963	1.5523	0.65018	0.99492	0.1206	0.84383
POLI	6	0.19672	0.33949	0.94271	0.99751	0.73424	0.90396
BID	6	1.4122	1.071	0.063603	0.83555	0.28419	0.84383
MAP7	6	7.9244e-05	0.00014792	0.68779	0.99682	0.99988	0.99993
FBLIM1	6	-0.49349	-1.0344	0.23358	0.9415	0.30094	0.84383
OR51Q1	6	0.84538	0.81469	0.30608	0.95153	0.41525	0.84383
ANXA4	6	-0.092198	-0.26139	0.58427	0.98954	0.79379	0.9217
ZFP82	6	-0.64856	-2.0474	0.15154	0.92898	0.040615	0.84383
hsa-mir-6886	4	-0.32416	-1.0281	0.46403	0.98648	0.30391	0.84383
KRT75	6	0.8676	1.3413	0.28852	0.94864	0.17984	0.84383
CHTF18	6	0.69753	0.6669	0.43306	0.98153	0.50483	0.84467
hsa-mir-518f	3	-0.52296	-0.90481	0.39236	0.97274	0.36557	0.84383
NDUFB2	6	0.035797	0.065733	0.7284	0.99682	0.94759	0.97861
ABCG5	6	0.38622	0.852	0.79596	0.99682	0.39421	0.84383
C10orf91	6	0.73411	1.4196	0.3972	0.9739	0.15572	0.84383
NFIC	6	-0.12576	-0.35046	0.54726	0.98818	0.72599	0.90083
NREP	6	0.72633	0.77426	0.40462	0.97572	0.43878	0.84383
KBTBD8	6	0.5532	0.87262	0.58234	0.98944	0.38287	0.84383
BSG	6	0.38179	0.79854	0.80099	0.99682	0.42456	0.84383
SVIL	6	0.64458	1.1212	0.48716	0.98755	0.2622	0.84383
PIKFYVE	6	0.63124	0.73917	0.50076	0.98755	0.4598	0.84383
PVR	6	-0.63557	-0.7829	0.15744	0.92898	0.43368	0.84383
hsa-mir-4312	4	-0.0073586	-0.0078542	0.75338	0.99682	0.99373	0.99785
MRPS25	6	1.8689	0.65785	0.014979	0.68208	0.51063	0.84562
DLX1	6	0.12404	0.26996	0.84039	0.99682	0.78719	0.91891
GGN	6	0.72273	1.0998	0.40789	0.97639	0.2714	0.84383
ACTL6B	6	-0.16406	-0.49501	0.50804	0.98798	0.6206	0.86742
SETD6	6	0.15925	1.6269	0.88851	0.99682	0.10377	0.84383
OR8D1	6	-1.2652	-2.3023	0.018251	0.69894	0.02132	0.84383
SLC25A15	6	0.69064	0.85421	0.44029	0.98346	0.39299	0.84383
IMPAD1	6	-0.06522	-0.19904	0.61354	0.99078	0.84223	0.94078
TES	6	1.531	0.94627	0.043739	0.80635	0.34401	0.84383
SPINK5	6	1.1957	1.195	0.12186	0.90965	0.23207	0.84383
GPX1	6	1.2405	1.006	0.10684	0.90965	0.31443	0.84383
NR3C1	6	-0.35552	-0.84941	0.33272	0.95578	0.39565	0.84383
hsa-mir-4499	4	0.29495	0.35401	0.91833	0.9972	0.72333	0.89945
PHLDB3	6	-0.41352	-1.0735	0.28903	0.94873	0.28306	0.84383
TRIP4	6	-0.18495	-0.54521	0.48638	0.98755	0.58561	0.85852
hsa-mir-2053	4	0.31149	0.5782	0.8986	0.99682	0.56313	0.85371
MLXIP	6	0.34754	0.78733	0.84735	0.99682	0.43109	0.84383
LGALS13	6	-0.40744	-0.964	0.2929	0.94873	0.33504	0.84383
BTNL3	6	0.45545	0.77949	0.70526	0.99682	0.43569	0.84383
RLN3	6	0.78225	0.60821	0.35457	0.96187	0.54305	0.84915
DIS3L2	6	-0.02392	-0.046164	0.65977	0.99682	0.96318	0.98471
WWC2	6	1.2714	1.0189	0.097248	0.89382	0.30826	0.84383
NonTargetingControlGuideForHuman_0393	1	1.2711	0.44554	0.46481	0.98648	0.65593	0.87697
ADCK4	6	-0.196	-0.68286	0.47513	0.98745	0.4947	0.84383
PLBD1	6	0.026179	0.082318	0.71706	0.99682	0.93439	0.97397
C11orf57	6	-0.18784	-0.51539	0.48371	0.98755	0.60628	0.86106
ZNF257	6	0.47013	0.91818	0.6848	0.99682	0.35852	0.84383
CACHD1	6	-0.14425	-0.71606	0.52772	0.98798	0.47396	0.84383
RASSF1	6	0.033021	0.077263	0.72485	0.99682	0.93841	0.97569
ECE2	6	0.26681	0.36513	0.95884	0.9989	0.71502	0.89628
FGD4	6	0.70134	0.97042	0.42905	0.98146	0.33184	0.84383
SNRPB2	6	-0.20852	-0.51647	0.46315	0.98648	0.60552	0.86062
SCGB1C1	4	0.4582	0.68922	0.74314	0.99682	0.49068	0.84383
IRF2BP1	6	-0.042303	-0.096368	0.63838	0.99299	0.92323	0.96957
ATP6V1E2	6	0.28363	0.68361	0.93437	0.99751	0.49422	0.84383
DHRSX_X	6	0.65065	1.3914	0.48122	0.98755	0.16411	0.84383
MYD88	6	0.21665	0.48998	0.96912	0.99944	0.62415	0.86899
CBFA2T3	6	0.52247	1.1036	0.61898	0.99078	0.26975	0.84383
EXOC7	6	1.3374	1.0449	0.080748	0.86991	0.29607	0.84383
SPDYE3	5	0.78055	0.90851	0.41052	0.97689	0.36361	0.84383
hsa-mir-8076	4	0.75928	0.64312	0.48067	0.98755	0.52015	0.84562
BARX1	6	0.61031	0.96173	0.52275	0.98798	0.33618	0.84383
MYH14	6	-0.076656	-0.19282	0.60068	0.99078	0.8471	0.94259
FAM228A	6	0.60232	0.92808	0.53053	0.98798	0.35337	0.84383
hsa-mir-363	4	0.48154	0.80212	0.7207	0.99682	0.42248	0.84383
ENHO	6	0.1862	1.3669	0.92796	0.99751	0.17164	0.84383
TPCN1	6	0.29441	0.87673	0.91921	0.9972	0.38063	0.84383
IL3RA_X	6	0.57109	1.5252	0.5633	0.98944	0.12721	0.84383
SPANXB1	5	0.23218	0.59273	0.99917	1	0.55336	0.85144
C5orf20	6	0.77437	1.0781	0.36139	0.96433	0.28097	0.84383
FHOD1	6	-0.12091	-0.3394	0.55261	0.98936	0.7343	0.90396
HELB	6	-0.29045	-0.66238	0.38683	0.97044	0.50773	0.84469
ARHGEF28	6	0.15671	0.53287	0.88515	0.99682	0.59412	0.85887
hsa-mir-8073	4	-0.39536	-1.1804	0.40628	0.97609	0.23783	0.84383
RHBDD2	6	-0.53724	-1.7881	0.20639	0.94021	0.073763	0.84383
BAZ1A	6	-0.43806	-1.4878	0.27082	0.94696	0.13679	0.84383
EPN2	6	0.17308	0.53181	0.9086	0.99682	0.59486	0.85895
ARCN1	6	-0.31748	-0.30213	0.36305	0.9652	0.76256	0.91159
PP2D1	6	-0.64819	-1.8572	0.15186	0.92898	0.063284	0.84383
ELOVL2	6	1.2397	1.0563	0.10716	0.90965	0.29084	0.84383
FUT10	6	-0.48392	-1.1991	0.2393	0.9415	0.23048	0.84383
TAPBP	6	-1.1219	-2.3122	0.031756	0.78744	0.020768	0.84383
ECSIT	6	0.44201	0.48871	0.7213	0.99682	0.62504	0.869
ZNF428	6	-0.076354	-0.23843	0.601	0.99078	0.81155	0.92873
TMEM223	6	0.59749	0.84778	0.53583	0.98798	0.39656	0.84383
CCDC110	6	0.64337	1.29	0.48832	0.98755	0.19707	0.84383
PDCL	6	0.23227	0.40763	0.99318	0.99944	0.68354	0.88547
ADRBK1	6	-0.43935	-1.2151	0.26971	0.94696	0.22432	0.84383
DNAJC3	6	-0.1373	-0.33918	0.53542	0.98798	0.73447	0.90396
IFI27L1	6	1.0632	1.0709	0.17694	0.93462	0.28423	0.84383
OR5M10	6	0.86845	1.204	0.2882	0.94864	0.2286	0.84383
RNF151	6	0.043277	0.12176	0.73646	0.99682	0.90309	0.96323
CCL19	6	-0.71995	-1.9066	0.12177	0.90965	0.056568	0.84383
IRX2	6	0.45592	0.69427	0.70466	0.99682	0.48752	0.84383
TSGA10IP	6	0.27581	1.8192	0.94497	0.99805	0.068888	0.84383
TMEM178A	6	0.49374	0.86345	0.65368	0.99558	0.38789	0.84383
COX7A2L	6	0.66755	1.1938	0.46324	0.98648	0.23254	0.84383
CLEC7A	6	0.85377	1.2134	0.29903	0.95077	0.22499	0.84383
AIG1	6	-0.42502	-1.1074	0.28055	0.94792	0.26812	0.84383
IRX1	6	0.66091	0.97775	0.4697	0.98665	0.3282	0.84383
CRYBA2	6	0.53291	0.91953	0.60631	0.99078	0.35782	0.84383
TSPAN3	6	0.22323	0.5518	0.97949	0.99944	0.58109	0.85671
PCSK5	6	0.079765	0.18656	0.78117	0.99682	0.85201	0.94365
TMEM117	6	-0.38531	-0.56417	0.31069	0.95153	0.57264	0.85573
ARL9	6	0.51753	0.94556	0.62566	0.99168	0.34438	0.84383
MORN2	6	0.15094	0.55729	0.8768	0.99682	0.57733	0.8561
NOVA2	6	1.139	1.031	0.14361	0.92689	0.30256	0.84383
NOSTRIN	5	1.2184	0.85489	0.15016	0.92898	0.39261	0.84383
NIPAL4	6	0.056022	0.1512	0.75135	0.99682	0.87981	0.95451
NDUFA5	6	0.67589	0.93493	0.45605	0.98546	0.34982	0.84383
NPDC1	6	-0.66984	-0.87166	0.14186	0.92639	0.38339	0.84383
ZFX	6	-0.71998	-1.7052	0.12172	0.90965	0.088162	0.84383
WDR19	6	0.30659	0.74219	0.90211	0.99682	0.45797	0.84383
COL11A2	6	0.38751	1.0338	0.79444	0.99682	0.30123	0.84383
PRMT5	6	0.31576	0.69868	0.88943	0.99682	0.48475	0.84383
DHRS4	6	-0.1373	-0.27311	0.53542	0.98798	0.78477	0.91816
hsa-mir-891b	4	0.93043	1.0619	0.35844	0.96405	0.28828	0.84383
hsa-mir-7155	4	0.33658	0.7695	0.87215	0.99682	0.4416	0.84383
hsa-mir-210	4	1.621	0.71806	0.086003	0.88025	0.47272	0.84383
FEZF2	6	-0.047661	-0.14852	0.63262	0.99191	0.88193	0.95521
WSCD2	6	0.10897	0.29207	0.8208	0.99682	0.77024	0.91423
HOXD13	6	0.22471	0.54248	0.98216	0.99944	0.58749	0.85852
BOC	6	-0.096616	-0.28443	0.57967	0.98944	0.77608	0.91508
ANGPT2	6	0.22343	0.4415	0.98	0.99944	0.65885	0.87819
NARG2	6	-0.30331	-0.699	0.37494	0.9684	0.48455	0.84383
CEP135	6	0.35568	0.59914	0.83629	0.99682	0.54908	0.84951
DRD2	6	0.24637	0.84125	0.98769	0.99944	0.40021	0.84383
IFITM10	6	0.19557	0.68027	0.94082	0.99751	0.49633	0.84383
APBB2	6	-0.070924	-0.21136	0.6076	0.99078	0.8326	0.93676
MRPL3	6	0.05318	0.053334	0.74785	0.99682	0.95747	0.98317
CACNA1B	6	-0.76633	-1.8588	0.10564	0.90965	0.063061	0.84383
KCNK9	6	-0.0085354	-0.018882	0.67747	0.99682	0.98494	0.99438
LRRC2	6	-0.1006	-0.25669	0.57496	0.98944	0.79742	0.92298
HAGHL	6	-0.61438	-0.83266	0.16588	0.93168	0.40503	0.84383
GPR62	6	0.1524	0.35556	0.87929	0.99682	0.72217	0.89876
MGARP	6	0.064162	0.17337	0.76121	0.99682	0.86236	0.94675
C6orf211	6	-0.73971	-2.0571	0.11499	0.90965	0.039681	0.84383
SCGB3A1	6	0.33068	0.49689	0.86841	0.99682	0.61926	0.86674
hsa-mir-216a	4	1.3245	0.96946	0.16495	0.9313	0.33231	0.84383
COL8A2	6	-0.060201	-0.12026	0.61806	0.99078	0.90427	0.96328
F7	6	-0.11351	-0.18798	0.55971	0.98944	0.85089	0.94334
SNUPN	6	0.54923	0.62291	0.58732	0.99026	0.53335	0.84716
KRTAP6-1	6	-0.88929	-2.1506	0.069272	0.85179	0.031512	0.84383
GFAP	6	1.0026	1.0758	0.20823	0.94021	0.282	0.84383
NonTargetingControlGuideForHuman_0648	1	-1.1281	-1.4355	0.42121	0.97893	0.15115	0.84383
FAM196B	6	0.4544	0.99331	0.70641	0.99682	0.32056	0.84383
F3	6	0.16889	0.31653	0.9028	0.99682	0.7516	0.90809
TRUB1	6	-0.30318	-0.62992	0.37517	0.9684	0.52875	0.84652
ZNF695	6	-0.18769	-0.45914	0.48389	0.98755	0.64613	0.87472
hsa-mir-551b	4	-0.68319	-2.091	0.22805	0.94021	0.036526	0.84383
GCK	6	-0.4485	-1.3023	0.26312	0.94696	0.19281	0.84383
SPDYE2	4	0.40801	0.72185	0.7955	0.99682	0.47038	0.84383
ZSCAN4	6	1.826	0.59152	0.017191	0.68897	0.55417	0.85156
METAP1	6	0.32469	0.58808	0.8774	0.99682	0.55648	0.85223
ENPEP	6	0.84504	0.8897	0.30636	0.95153	0.37363	0.84383
MIOX	6	0.93047	1.0465	0.24967	0.9415	0.29535	0.84383
MOGAT1	6	1.0795	0.82533	0.16915	0.93393	0.40918	0.84383
ABRACL	6	0.041184	0.10308	0.73434	0.99682	0.9179	0.96766
KCTD19	6	0.77328	1.1889	0.36235	0.96455	0.23446	0.84383
GOSR1	6	0.26816	0.50063	0.95769	0.99885	0.61663	0.86634
NT5C1A	6	0.57163	0.81763	0.56293	0.98944	0.41357	0.84383
KCTD1	6	0.041777	0.11958	0.73494	0.99682	0.90482	0.96338
TRIP12	6	-0.28898	-0.68591	0.38798	0.97049	0.49277	0.84383
HAGH	6	-0.29395	-0.86936	0.38346	0.96869	0.38465	0.84383
hsa-mir-4798	4	-0.1757	-0.36934	0.59133	0.99043	0.71188	0.89524
EXTL3	6	0.59959	1.2301	0.53339	0.98798	0.21866	0.84383
ADRB2	6	-0.22646	-0.72363	0.4467	0.98349	0.4693	0.84383
PRDM14	6	0.14402	0.32506	0.86749	0.99682	0.74513	0.906
C22orf42	6	0.68791	0.86117	0.44283	0.98346	0.38914	0.84383
IRS1	6	0.15064	0.59516	0.87643	0.99682	0.55174	0.8505
PACSIN2	6	-0.73546	-0.71574	0.11633	0.90965	0.47415	0.84383
SNX3	6	1.118	1.1207	0.15256	0.92898	0.26242	0.84383
SIAH3	6	-0.68689	-1.348	0.13426	0.91661	0.17766	0.84383
SCAF8	6	0.5649	1.0375	0.56976	0.98944	0.2995	0.84383
PRKAB2	6	0.9723	1.0882	0.22552	0.94021	0.27651	0.84383
KRTAP9-7	6	0.88564	1.2154	0.27773	0.94792	0.22423	0.84383
GJB2	6	-0.79526	-1.221	0.094391	0.89255	0.2221	0.84383
GUSB	6	1.4229	1.0091	0.061068	0.83425	0.31294	0.84383
GTF2A1L	6	1.8822	0.83555	0.014242	0.68094	0.40341	0.84383
FA2H	6	0.24819	0.53183	0.98507	0.99944	0.59484	0.85895
TIAL1	6	0.21882	0.58557	0.97253	0.99944	0.55816	0.85256
PLCZ1	6	-0.36267	-1.2038	0.32746	0.95199	0.22868	0.84383
SYCE1	6	0.28747	0.66115	0.92935	0.99751	0.50852	0.84469
ZFPL1	6	-0.73989	-1.5972	0.11499	0.90965	0.11022	0.84383
ZIC3	6	-0.28423	-0.61715	0.39217	0.97274	0.53714	0.84761
PRKCB	6	0.10673	0.37216	0.81767	0.99682	0.70978	0.89498
PRKX	6	0.62509	0.87783	0.50657	0.98798	0.38004	0.84383
VTI1A	6	0.20338	0.40812	0.95128	0.99841	0.68319	0.88528
PAM	6	0.1536	0.20945	0.88081	0.99682	0.8341	0.93734
PDGFRA	6	-0.053625	-0.10634	0.62603	0.99168	0.91531	0.9664
PPP2CA	6	0.0089602	0.010743	0.69807	0.99682	0.99143	0.99714
MIA2	6	-0.0035083	-0.00861	0.68355	0.99682	0.99313	0.99773
NCKIPSD	6	-0.5825	-1.3507	0.18141	0.93547	0.17679	0.84383
FLRT2	6	-0.37755	-1.1103	0.31571	0.95153	0.26686	0.84383
ZDHHC21	6	0.6182	1.3638	0.51385	0.98798	0.17264	0.84383
MEFV	6	-0.0046815	-0.0091097	0.68235	0.99682	0.99273	0.99747
OXCT2	6	0.13435	0.31211	0.85436	0.99682	0.75496	0.90911
RAP1GAP	6	0.24871	0.42651	0.98415	0.99944	0.66974	0.88149
NKRF	6	0.45297	1.0092	0.70839	0.99682	0.31286	0.84383
RAB40C	6	0.68168	0.86087	0.44956	0.98414	0.38931	0.84383
TSC2	6	-1.4679	-1.7871	0.0090796	0.62739	0.073919	0.84383
hsa-mir-6841	4	1.983	0.63583	0.035581	0.7907	0.52489	0.84562
OR11L1	6	0.43023	0.82714	0.73794	0.99682	0.40816	0.84383
ANXA1	6	0.8353	1.3452	0.31322	0.95153	0.17856	0.84383
OR52B4	6	0.73651	1.4281	0.39471	0.9734	0.15327	0.84383
FAM72D	3	-0.28425	-0.53105	0.56307	0.98944	0.59538	0.85908
C21orf33	6	0.38712	0.71549	0.79476	0.99682	0.47431	0.84383
SLC22A7	6	-0.18482	-0.40559	0.48638	0.98755	0.68505	0.88565
PAGE5	5	0.90057	0.98258	0.31705	0.95153	0.32581	0.84383
OR4B1	6	-0.14502	-0.485	0.52689	0.98798	0.62767	0.8696
PPP2R3B_X	6	0.59469	1.182	0.53819	0.98799	0.23722	0.84383
PTAFR	6	0.23713	0.74411	0.99963	1	0.45681	0.84383
SH2D4B	6	0.28261	0.63448	0.93557	0.99751	0.52577	0.84562
APOBEC2	6	0.53261	0.90357	0.60663	0.99078	0.36622	0.84383
TMEM170A	6	0.18968	2.4357	0.93243	0.99751	0.014862	0.84383
RIMBP3	6	0.72358	1.3366	0.40674	0.97611	0.18136	0.84383
MTFR1L	6	0.47929	0.56188	0.67304	0.99682	0.5742	0.85583
TSPAN4	6	1.0679	1.0272	0.17463	0.93462	0.30433	0.84383
LYG1	6	-0.56718	-1.2847	0.18901	0.93547	0.19889	0.84383
WDR53	6	-0.56916	-1.468	0.18791	0.93547	0.14211	0.84383
SLC25A21	6	0.4346	1.1017	0.73102	0.99682	0.2706	0.84383
TCEB3	6	0.03483	0.078221	0.72683	0.99682	0.93765	0.97541
SERP2	6	-0.41038	-1.094	0.29124	0.94873	0.27397	0.84383
KIAA0391	6	-0.56887	-0.80644	0.18814	0.93547	0.41999	0.84383
TNFRSF14	6	0.32072	0.42995	0.88298	0.99682	0.66723	0.88059
hsa-mir-2681	4	1.1476	0.77976	0.2363	0.9415	0.43553	0.84383
C18orf42	6	1.2554	1.0654	0.10204	0.90608	0.28669	0.84383
NEIL2	6	0.37975	0.67108	0.80389	0.99682	0.50217	0.84396
OLFML1	6	-0.078691	-0.27432	0.59838	0.99078	0.78384	0.91776
CYP26B1	6	0.30383	0.6521	0.90589	0.99682	0.51434	0.84562
FAM194A	6	-0.74535	-1.6164	0.11333	0.90965	0.10602	0.84383
CEP170B	6	0.12247	0.31365	0.83809	0.99682	0.75379	0.90885
UGT2B28	3	0.15346	0.35306	0.94225	0.99751	0.72404	0.90004
ZNF75D	6	-0.38177	-0.75989	0.31244	0.95153	0.44732	0.84383
GTDC1	6	1.1232	1.1728	0.15034	0.92898	0.24088	0.84383
GBA	6	-1.2317	-2.2625	0.020556	0.72089	0.023665	0.84383
KRTAP3-3	6	0.12244	0.19051	0.83809	0.99682	0.84891	0.94286
hsa-mir-581	4	-0.75566	-1.1843	0.1944	0.93708	0.23629	0.84383
PZP	6	0.203	0.51818	0.95082	0.99841	0.60433	0.86054
TMEM63C	6	-0.5789	-1.1682	0.18297	0.93547	0.24273	0.84383
MYNN	6	1.1493	1.1001	0.13914	0.92546	0.2713	0.84383
SLC52A1	6	-0.20153	-0.63402	0.469	0.98653	0.52607	0.84562
CLEC18B	4	-0.65543	-1.4234	0.24192	0.9415	0.15463	0.84383
MUC21	6	0.0080087	0.015483	0.69696	0.99682	0.98765	0.99582
