id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
JAK1	12	3.4643e-11	2.2816e-07	0.002475	1	11	-1.602	0.99723	0.99723	0.999761	21640	0	-1.602
IFNGR2	12	4.9003e-11	2.2816e-07	0.002475	2	11	-1.4647	0.99959	0.99958	0.999958	21687	0	-1.4647
SEC62	12	7.4133e-06	6.959e-05	0.431858	3	9	-0.81197	0.91968	0.96895	0.999761	20888	1	-0.81197
IRF1	12	1.215e-05	0.00011157	0.431858	4	10	-0.43027	0.79122	0.92296	0.999761	19680	1	-0.43027
STAT1	12	1.2444e-05	0.0001134	0.431858	5	10	-0.68083	0.91691	0.9681	0.999761	20857	1	-0.68083
ZNF474	12	1.9617e-05	0.00018367	0.431858	6	10	-0.58397	0.99998	0.99998	0.999985	21695	0	-0.58397
CYP8B1	12	2.0993e-05	0.00019371	0.431858	7	7	-0.53851	0.29539	0.59245	0.999761	12334	3	-0.53851
HLA-E	12	2.1977e-05	0.00020147	0.431858	8	10	-1.1286	0.8351	0.94091	0.999761	20137	1	-1.1286
PRSS57	12	2.4215e-05	0.00021653	0.431858	9	9	-0.68221	0.050503	0.18594	0.974277	3905	3	-0.68221
CGA	12	2.4842e-05	0.00022246	0.431858	10	9	-0.60052	0.65978	0.86745	0.999761	18344	1	-0.60052
DAZAP1	12	2.5151e-05	0.00022337	0.431858	11	5	-0.023345	0.32829	0.62529	0.999761	13043	4	-0.023345
METRNL	12	3.1083e-05	0.00027813	0.431858	12	8	-0.66689	0.46421	0.75067	0.999761	15730	4	-0.66689
CENPT	12	3.1373e-05	0.00028041	0.431858	13	7	-0.63735	0.9643	0.98523	0.999761	21301	1	-0.63735
B2M	12	3.1761e-05	0.00028315	0.431858	14	9	-1.5533	0.98663	0.99053	0.999761	21468	1	-1.5533
ERAP1	12	3.3574e-05	0.00030095	0.431858	15	8	-0.62324	0.6035	0.83409	0.999761	17633	2	-0.62324
B3GNT6	12	3.7095e-05	0.00033198	0.431858	16	9	-0.8701	0.32632	0.62337	0.999761	12998	2	-0.8701
CEACAM16	12	3.8208e-05	0.00033837	0.431858	17	11	-0.46705	0.99835	0.99834	0.999833	21662	0	-0.46705
OTX1	12	4.2804e-05	0.000384	0.43851	18	9	-0.74506	0.9989	0.99887	0.999887	21675	0	-0.74506
SLC30A2	12	4.9648e-05	0.00044789	0.485891	19	10	-0.71806	0.29462	0.59167	0.999761	12315	2	-0.71806
PCDH1	12	6.1321e-05	0.00054417	0.534447	20	6	-0.31866	0.01459	0.070459	0.974277	1474	2	-0.31866
COL6A1	12	6.2853e-05	0.00055878	0.534447	21	8	-0.61355	0.027755	0.11952	0.974277	2489	3	-0.61355
SEMA7A	12	6.4881e-05	0.00057657	0.534447	22	6	-0.32785	0.65338	0.86372	0.999761	18258	3	-0.32785
FNIP1	12	6.6507e-05	0.00059118	0.534447	23	9	-0.64572	0.93907	0.97507	0.999761	21051	1	-0.64572
NTS	12	7.4054e-05	0.00065461	0.544738	24	11	-0.35521	0.8562	0.95007	0.999761	20368	1	-0.35521
CYP17A1	12	7.5452e-05	0.00066921	0.544738	25	6	-0.38689	0.075803	0.25062	0.975028	5342	4	-0.38689
TMEM245	12	7.6684e-05	0.00067788	0.544738	26	7	-0.71527	0.16588	0.42116	0.992632	8869	3	-0.71527
RNF113A	12	8.3468e-05	0.00073036	0.547442	27	8	-0.95374	0.15693	0.40669	0.9919	8588	3	-0.95374
SLC26A9	12	8.3736e-05	0.00073264	0.547442	28	9	-0.61811	0.95779	0.9823	0.999761	21233	2	-0.61811
EDA2R	12	9.5516e-05	0.00082299	0.547442	29	9	-0.4989	0.57043	0.81433	0.999761	17171	1	-0.4989
U2AF2	12	9.9821e-05	0.00085676	0.547442	30	8	-0.54048	0.99701	0.99702	0.999761	21634	0	-0.54048
CBX1	12	0.00010154	0.00087091	0.547442	31	5	-0.1188	0.64101	0.85641	0.999761	18114	3	-0.1188
KIAA0319	12	0.00010226	0.00087821	0.547442	32	8	-0.99536	0.3563	0.65255	0.999761	13651	3	-0.99536
SMARCA5	12	0.000103	0.00088551	0.547442	33	10	-0.8135	0.62163	0.8448	0.999761	17864	2	-0.8135
GHR	12	0.0001036	0.00089372	0.547442	34	6	-0.4677	0.0048343	0.028309	0.966402	594	3	-0.4677
C12orf74	12	0.00010558	0.00090832	0.547442	35	10	-0.51026	0.89034	0.96116	0.999761	20656	1	-0.51026
WDR92	12	0.00011276	0.00096331	0.552501	36	7	-0.82893	0.82432	0.93641	0.999761	20030	3	-0.82893
ASH2L	12	0.00011325	0.00096765	0.552501	37	9	-0.75854	0.47237	0.75558	0.999761	15855	1	-0.75854
ZSWIM4	12	0.00012575	0.0010708	0.593193	38	5	-0.12463	0.41342	0.70655	0.999761	14806	4	-0.12463
UAP1L1	12	0.00014163	0.0011894	0.619401	39	9	-0.58047	0.87413	0.95733	0.999761	20534	2	-0.58047
DPCD	12	0.00014309	0.001199	0.619401	40	5	-0.099422	0.37373	0.66928	0.999761	14027	4	-0.099422
hsa-mir-7845	8	0.00015939	0.0010936	0.593193	41	4	-0.43324	0.34628	0.59951	0.999761	13416	3	-0.43324
NDUFA11	12	0.00017605	0.0014386	0.669251	42	3	0.055341	0.16711	0.42315	0.992632	8911	5	0.055341
GPR119	12	0.00017672	0.0014431	0.669251	43	6	-0.19909	0.17611	0.43746	0.994106	9214	5	-0.19909
DPM3	12	0.00017762	0.0014477	0.669251	44	6	-0.28416	0.42049	0.71318	0.999761	14948	2	-0.28416
OR7G1	12	0.00017935	0.0014589	0.669251	45	8	-0.5622	0.85187	0.94815	0.999761	20333	2	-0.5622
CST2	12	0.00018558	0.001507	0.669251	46	6	-0.18886	0.38986	0.68465	0.999761	14367	3	-0.18886
CEP250	12	0.00018848	0.001534	0.669251	47	8	-0.65906	0.82787	0.93786	0.999761	20062	1	-0.65906
NonTargetingControlGuideForHuman_0611	2	0.00018863	0.00036529	0.43851	48	1	-0.5376	0.57381	0.57395	0.999761	17217	1	-0.5376
SNX21	12	0.00019129	0.001554	0.669251	49	6	-0.2052	0.32469	0.62175	0.999761	12957	4	-0.2052
COPB1	12	0.0001935	0.0015737	0.669251	50	8	-0.54878	0.7883	0.92182	0.999761	19654	3	-0.54878
ARMC12	12	0.00020009	0.0016293	0.669251	51	10	-0.49855	0.91676	0.96806	0.999761	20856	2	-0.49855
DBF4B	12	0.0002007	0.0016348	0.669251	52	10	-0.58082	0.97483	0.98743	0.999761	21380	1	-0.58082
CAMTA2	12	0.0002173	0.0017667	0.67926	53	6	-0.13442	0.25228	0.54803	0.999761	11382	5	-0.13442
SLA2	12	0.00022634	0.0018365	0.687009	54	5	-0.10583	0.5549	0.80509	0.999761	16952	3	-0.10583
SPINK4	12	0.00023779	0.0019154	0.703214	55	8	-0.39156	0.73584	0.90168	0.999761	19137	3	-0.39156
ZNF469	12	0.00024597	0.0019739	0.703214	56	7	-0.50779	0.29572	0.59277	0.999761	12347	4	-0.50779
ANP32B	12	0.00024648	0.001977	0.703214	57	8	-0.55154	0.47253	0.75568	0.999761	15857	2	-0.55154
hsa-mir-4520a	8	0.00024979	0.0016969	0.669397	58	6	-0.47406	0.77639	0.87894	0.999761	19524	1	-0.47406
NPIPA5	6	0.00025032	0.0013117	0.66187	59	4	-1.1665	0.75776	0.83795	0.999761	19342	1	-1.1665
CYP20A1	12	0.0002642	0.0021007	0.70554	60	4	0.25763	0.053219	0.19322	0.974277	4055	6	0.25763
CUBN	12	0.00027388	0.0021605	0.70554	61	9	-0.64196	0.53432	0.79262	0.999761	16687	2	-0.64196
ITFG3	12	0.00027663	0.0021765	0.70554	62	5	0.070525	0.17455	0.43499	0.994106	9165	6	0.070525
HIST1H2BL	12	0.00027746	0.0021824	0.70554	63	4	0.007675	0.26432	0.56065	0.999761	11638	5	0.007675
CA14	12	0.00028196	0.0022102	0.70554	64	6	-0.12996	0.73683	0.90203	0.999761	19148	3	-0.12996
SNAI1	12	0.00028591	0.002234	0.70554	65	9	-0.42169	0.96709	0.98606	0.999761	21323	1	-0.42169
PRDM5	12	0.00028629	0.0022372	0.70554	66	6	-0.075333	0.45775	0.74667	0.999761	15654	4	-0.075333
TRO	12	0.00028955	0.0022581	0.70554	67	9	-0.38071	0.98616	0.99036	0.999761	21466	1	-0.38071
HLA-C	12	0.00030697	0.0023777	0.70554	68	8	-0.50662	0.12311	0.35005	0.984063	7454	2	-0.50662
B3GNT4	12	0.00031979	0.0024772	0.70554	69	7	-0.31053	0.99162	0.99271	0.999761	21537	1	-0.31053
CDON	12	0.00032395	0.0025078	0.70554	70	10	-0.35883	0.99887	0.99884	0.999887	21674	0	-0.35883
DEFB131	12	0.00032692	0.0025237	0.70554	71	3	0.060228	0.91714	0.96817	0.999761	20861	1	0.060228
LEO1	12	0.00032864	0.0025356	0.70554	72	8	-0.71126	0.72523	0.89779	0.999761	19039	2	-0.71126
OBSL1	12	0.00033129	0.0025529	0.70554	73	6	-0.22391	0.52585	0.7875	0.999761	16556	4	-0.22391
DOK4	12	0.00033359	0.0025689	0.70554	74	6	-0.1728	0.89363	0.96196	0.999761	20676	1	-0.1728
WDR38	12	0.00034709	0.0026775	0.715467	75	8	-0.44419	0.96531	0.98572	0.999761	21310	2	-0.44419
KLC4	12	0.00034735	0.0026793	0.715467	76	5	-0.17413	0.70493	0.89041	0.999761	18854	2	-0.17413
ACVR2A	12	0.00035051	0.002704	0.715467	77	9	-0.47804	0.99784	0.99783	0.999833	21652	0	-0.47804
hsa-mir-5703	8	0.00036328	0.0022947	0.70554	78	7	-0.53083	0.99703	0.99708	0.999761	21636	0	-0.53083
C17orf100	12	0.00036582	0.0028149	0.727074	79	9	-0.62846	0.65914	0.86708	0.999761	18330	1	-0.62846
NOC3L	12	0.00037721	0.0029075	0.742167	80	4	0.39276	0.0089008	0.047571	0.97127	1015	7	0.39276
DHFRL1	12	0.00039228	0.0030143	0.742624	81	8	-0.5287	0.43064	0.72243	0.999761	15133	4	-0.5287
CSPG4	12	0.0003936	0.0030243	0.742624	82	8	-0.69174	0.81181	0.93126	0.999761	19897	3	-0.69174
SPINK9	12	0.00039785	0.0030535	0.742624	83	10	-0.46949	0.99936	0.99934	0.999958	21681	0	-0.46949
GPRC5B	12	0.00040728	0.0031156	0.742624	84	9	-0.61526	0.91699	0.96813	0.999761	20859	2	-0.61526
IFNW1	12	0.00041421	0.003164	0.742624	85	9	-0.78334	0.52284	0.78574	0.999761	16522	3	-0.78334
GTF2H2	12	0.0004219	0.0032144	0.742624	86	9	-0.46215	0.56136	0.80891	0.999761	17038	2	-0.46215
TIRAP	12	0.00042351	0.0032288	0.742624	87	5	0.0073412	0.086987	0.2775	0.976268	5923	6	0.0073412
TRIM50	12	0.00042749	0.0032534	0.742624	88	3	0.081246	0.12159	0.34732	0.98356	7396	5	0.081246
DVL1	12	0.00043491	0.0032999	0.742624	89	7	-0.41741	0.38927	0.68406	0.999761	14355	2	-0.41741
AADACL2	12	0.0004395	0.003331	0.742624	90	9	-0.42949	0.70332	0.88985	0.999761	18843	1	-0.42949
MRPS18A	12	0.00044589	0.0033807	0.742624	91	10	-0.60344	0.98695	0.99065	0.999761	21472	1	-0.60344
ARMC7	12	0.00044665	0.0033848	0.742624	92	10	-0.77282	0.93202	0.97271	0.999761	20990	1	-0.77282
HNRNPH1	12	0.00044744	0.0033885	0.742624	93	10	-0.78061	0.76983	0.91459	0.999761	19457	2	-0.78061
hsa-mir-922	8	0.00044864	0.0027825	0.727074	94	6	-0.66598	0.92404	0.94353	0.999761	20927	1	-0.66598
HBD	12	0.00045431	0.0034405	0.746485	95	9	-0.45361	0.94261	0.97631	0.999761	21071	2	-0.45361
FAM149B1	12	0.00046137	0.003482	0.748015	96	10	-0.30858	0.32386	0.62093	0.999761	12935	2	-0.30858
SH2D3C	12	0.00047379	0.0035678	0.75357	97	8	-0.41835	0.92963	0.97193	0.999761	20968	1	-0.41835
RFX3	12	0.00047777	0.0035952	0.75357	98	6	-0.15945	0.33855	0.63527	0.999761	13254	3	-0.15945
MARS	12	0.00048063	0.0036121	0.75357	99	8	-0.51904	0.10967	0.32642	0.980138	6949	4	-0.51904
hsa-mir-1285-2	8	0.00048776	0.0029956	0.742624	100	6	-0.66751	0.79217	0.88742	0.999761	19690	1	-0.66751
DPY30	12	0.00049925	0.0037394	0.760222	101	7	-0.60592	0.28296	0.57974	0.999761	12055	3	-0.60592
MSH6	12	0.00050569	0.0037841	0.760222	102	8	-0.47276	0.24128	0.5353	0.999761	11109	4	-0.47276
ARF3	12	0.00052805	0.0039425	0.777633	103	8	-0.4784	0.66369	0.86971	0.999761	18403	1	-0.4784
CLIP4	12	0.00053619	0.0040054	0.777891	104	9	-0.23825	0.4036	0.69746	0.999761	14634	2	-0.23825
HIST2H3A	10	0.00055028	0.0038676	0.76987	105	9	-0.55788	0.99992	0.99991	0.999985	21693	0	-0.55788
JAK2	12	0.00055323	0.0041259	0.790787	106	8	-0.87563	0.5588	0.80739	0.999761	17007	1	-0.87563
WSCD2	12	0.00055971	0.0041756	0.790787	107	8	-0.45263	0.35005	0.64657	0.999761	13506	3	-0.45263
TAP2	12	0.00057344	0.0042756	0.790787	108	10	-0.7661	0.90982	0.96613	0.999761	20806	2	-0.7661
OR52K2	12	0.00058337	0.0043463	0.790787	109	7	-0.64457	0.83406	0.94046	0.999761	20126	3	-0.64457
APOBEC3G	12	0.00059006	0.004391	0.790787	110	9	-0.43039	0.87838	0.95826	0.999761	20572	2	-0.43039
IBA57	12	0.00059207	0.0044088	0.790787	111	7	-0.34315	0.48755	0.7647	0.999761	16049	3	-0.34315
SERBP1	12	0.00059971	0.0044563	0.790787	112	7	-0.26871	0.89598	0.96254	0.999761	20696	2	-0.26871
UBE3C	12	0.00060169	0.0044691	0.790787	113	7	-0.83551	0.80019	0.92653	0.999761	19783	2	-0.83551
KANSL2	12	0.00060864	0.0045184	0.790787	114	8	-0.66562	0.87511	0.95755	0.999761	20544	2	-0.66562
hsa-mir-561	8	0.00061484	0.0036915	0.760222	115	3	-0.072429	0.95258	0.95736	0.999761	21174	1	-0.072429
BIRC6	12	0.00061938	0.0046041	0.790787	116	6	-0.17239	0.45619	0.74538	0.999761	15610	5	-0.17239
INTS7	12	0.00062126	0.0046197	0.790787	117	6	-0.06661	0.088476	0.28104	0.976268	6006	4	-0.06661
GIMAP1	10	0.00062584	0.0043244	0.790787	118	8	-0.49571	0.18504	0.43014	0.993082	9493	2	-0.49571
PLIN5	12	0.00062861	0.0046703	0.790787	119	3	0.13994	0.11497	0.33573	0.982838	7143	6	0.13994
FAM3B	12	0.00062882	0.004673	0.790787	120	6	-0.21605	0.069256	0.23439	0.974277	4985	4	-0.21605
C4orf3	12	0.00064475	0.004778	0.790787	121	4	-0.011031	0.7563	0.9094	0.999761	19325	3	-0.011031
OR1D2	12	0.0006503	0.0048109	0.790787	122	9	-0.49195	0.99983	0.99982	0.999985	21692	0	-0.49195
BRINP2	12	0.00066867	0.0049473	0.790787	123	6	-0.15146	0.76776	0.91379	0.999761	19434	2	-0.15146
hsa-mir-4498	8	0.0006711	0.0040155	0.777891	124	6	-0.49069	0.62839	0.80895	0.999761	17957	2	-0.49069
MNT	12	0.00067212	0.0049772	0.790787	125	7	-0.3071	0.0061948	0.035317	0.966402	744	3	-0.3071
GUCD1	12	0.00067519	0.0049952	0.790787	126	9	-0.4092	0.99897	0.99895	0.999918	21676	0	-0.4092
EPB49	12	0.00067792	0.0050171	0.790787	127	10	-0.81522	0.99998	0.99998	0.999985	21696	0	-0.81522
PFDN6	12	0.00067888	0.005024	0.790787	128	5	-0.11478	0.52569	0.7874	0.999761	16551	1	-0.11478
KIAA1107	12	0.00068025	0.0050313	0.790787	129	7	-0.55939	0.66675	0.87153	0.999761	18440	3	-0.55939
HTR4	12	0.00068079	0.0050335	0.790787	130	7	-0.27177	0.85474	0.94943	0.999761	20356	3	-0.27177
ERN1	12	0.00068708	0.0050805	0.790787	131	8	-0.50601	0.94473	0.97708	0.999761	21088	2	-0.50601
C1orf151-NBL1	12	0.00069846	0.005149	0.790787	132	6	-0.24615	0.38596	0.68095	0.999761	14281	3	-0.24615
LIM2	12	0.00071023	0.0052311	0.790787	133	8	-0.45199	0.27277	0.56931	0.999761	11830	4	-0.45199
UPF1	12	0.00071384	0.0052553	0.790787	134	10	-0.48821	0.29039	0.58734	0.999761	12221	2	-0.48821
PURB	12	0.00072136	0.0053028	0.790787	135	7	-0.58143	0.92904	0.97174	0.999761	20961	2	-0.58143
GABRG2	12	0.00072345	0.0053142	0.790787	136	8	-0.70458	0.84119	0.94355	0.999761	20214	2	-0.70458
DENR	12	0.00072763	0.0053384	0.790787	137	10	-0.51802	0.99624	0.99625	0.999761	21611	0	-0.51802
UBE2F	12	0.00072915	0.005347	0.790787	138	3	0.23276	0.13322	0.36719	0.984063	7795	6	0.23276
SEZ6L2	12	0.00074186	0.0054324	0.790787	139	8	-0.44657	0.70051	0.88886	0.999761	18826	3	-0.44657
IGF2BP2	12	0.00074662	0.0054716	0.790787	140	5	0.13156	0.056315	0.20124	0.974277	4239	6	0.13156
H2AFB1	8	0.00074778	0.0044549	0.790787	141	6	-0.40162	0.93288	0.94725	0.999761	20999	1	-0.40162
DEFB116	12	0.00075834	0.0055465	0.790787	142	5	0.099871	0.097307	0.30177	0.979461	6437	6	0.099871
PNMAL1	12	0.00076264	0.0055752	0.790787	143	10	-0.35756	0.3531	0.64943	0.999761	13579	1	-0.35756
GIMAP8	12	0.00077379	0.005653	0.790787	144	7	-0.44362	0.9848	0.98993	0.999761	21455	1	-0.44362
IL11RA	12	0.00077622	0.005672	0.790787	145	8	-0.65338	0.15743	0.40749	0.991955	8603	4	-0.65338
BRI3BP	12	0.00077942	0.0056939	0.790787	146	5	-0.12884	0.63344	0.85198	0.999761	18028	3	-0.12884
FXR2	12	0.00078777	0.0057518	0.790787	147	9	-0.44276	0.99437	0.99449	0.999761	21580	1	-0.44276
CHMP4A	12	0.00079493	0.0058002	0.790787	148	10	-0.38012	0.70049	0.88885	0.999761	18825	1	-0.38012
CIRH1A	12	0.00080036	0.0058339	0.790787	149	9	-0.78822	0.012567	0.062417	0.974277	1297	3	-0.78822
ASB3	12	0.00081331	0.0059252	0.790787	150	10	-0.36112	0.65218	0.86299	0.999761	18242	1	-0.36112
GCNT1	12	0.0008136	0.0059261	0.790787	151	8	-0.55679	0.95496	0.98108	0.999761	21202	2	-0.55679
PPIG	12	0.00082293	0.0059877	0.790787	152	9	-0.41122	0.82087	0.93499	0.999761	19989	2	-0.41122
PCYOX1L	12	0.00082673	0.0060115	0.790787	153	10	-0.31694	0.82561	0.93692	0.999761	20038	1	-0.31694
SUPT4H1	12	0.00082969	0.0060334	0.790787	154	5	0.07861	0.22477	0.51156	0.999761	10652	6	0.07861
UBE2D2	12	0.0008319	0.0060475	0.790787	155	8	-0.60795	0.49892	0.77144	0.999761	16193	2	-0.60795
CHD8	12	0.00083369	0.0060598	0.790787	156	8	-0.48022	0.9744	0.98734	0.999761	21376	1	-0.48022
AMBRA1	12	0.00083498	0.0060658	0.790787	157	7	-0.33233	0.13785	0.37503	0.984864	7978	4	-0.33233
LSM1	12	0.00084094	0.0061169	0.790787	158	10	-0.30685	0.94881	0.97859	0.999761	21123	2	-0.30685
ADAMTS16	12	0.00084584	0.0061447	0.790787	159	8	-0.51428	0.97301	0.98707	0.999761	21368	1	-0.51428
OR10Z1	12	0.00084898	0.0061625	0.790787	160	10	-0.52	0.86195	0.95264	0.999761	20422	2	-0.52
SPEF2	12	0.0008565	0.0062154	0.790787	161	8	-0.70915	0.35815	0.65429	0.999761	13689	3	-0.70915
PIAS1	12	0.00086272	0.0062533	0.790787	162	8	-0.48661	0.64624	0.8595	0.999761	18172	4	-0.48661
NonTargetingControlGuideForHuman_0713	2	0.00086881	0.0016941	0.669397	163	2	-0.93457	0.99913	0.99913	0.999957	21679	0	-0.93457
CDX2	12	0.00087301	0.0063327	0.790787	164	9	-0.4347	0.98226	0.98919	0.999761	21438	1	-0.4347
ACTL7A	12	0.00087995	0.0063884	0.790787	165	4	0.099009	0.21474	0.49668	0.996886	10376	5	0.099009
EN2	12	0.00089024	0.0064541	0.790787	166	8	-0.27082	0.21594	0.4985	0.997616	10405	4	-0.27082
ZKSCAN4	12	0.00089258	0.0064696	0.790787	167	10	-0.38052	0.99999	0.99999	0.999985	21697	0	-0.38052
CASS4	12	0.00089907	0.0065148	0.790787	168	5	-0.028924	0.18288	0.44801	0.994106	9418	5	-0.028924
F2R	12	0.00090508	0.006549	0.790787	169	8	-0.3871	0.50424	0.7746	0.999761	16272	4	-0.3871
CTR9	12	0.00090766	0.0065604	0.790787	170	8	-0.66859	0.95752	0.98219	0.999761	21230	1	-0.66859
hsa-mir-6500	8	0.00090799	0.005332	0.790787	171	5	-0.73301	0.54018	0.74937	0.999761	16759	2	-0.73301
hsa-mir-519a-1	6	0.00091768	0.0046671	0.790787	172	3	-0.37689	0.90499	0.90908	0.999761	20755	1	-0.37689
RFC5	12	0.0009198	0.0066275	0.792052	173	6	-0.30124	0.93565	0.97389	0.999761	21023	1	-0.30124
NonTargetingControlGuideForHuman_0735	2	0.000923	0.0017845	0.67926	174	2	-0.8369	0.99908	0.99907	0.999955	21677	0	-0.8369
SCN8A	12	0.00096342	0.006878	0.802004	175	4	0.19715	0.19253	0.46289	0.99554	9711	6	0.19715
FOXI3	12	0.00098047	0.0069741	0.802004	176	7	-0.27927	0.66249	0.86901	0.999761	18383	4	-0.27927
FAM92B	12	0.00098198	0.0069812	0.802004	177	8	-0.47638	0.67884	0.87856	0.999761	18585	2	-0.47638
OR2F1	12	0.00098898	0.0070291	0.802004	178	4	-0.0039383	0.14672	0.38991	0.989213	8253	2	-0.0039383
GTDC2	10	0.00099565	0.0064203	0.790787	179	6	-0.30045	0.12538	0.33884	0.98356	7532	3	-0.30045
EFNB3	12	0.0010203	0.007223	0.802004	180	4	-0.015353	0.28086	0.57764	0.999761	12006	4	-0.015353
RIMS2	12	0.0010205	0.0072239	0.802004	181	7	-0.39966	0.76487	0.91268	0.999761	19406	3	-0.39966
GUCA2B	12	0.0010223	0.0072317	0.802004	182	8	-0.45632	0.47723	0.7585	0.999761	15920	3	-0.45632
DNAJC5G	12	0.0010307	0.0072842	0.802004	183	1	0.6082	0.002303	0.014676	0.922959	336	8	0.6082
VAPA	12	0.0010331	0.0072956	0.802004	184	3	-0.0053753	0.49911	0.77156	0.999761	16194	4	-0.0053753
TAS2R4	12	0.0010338	0.0072988	0.802004	185	5	0.14389	0.21684	0.49986	0.997827	10437	6	0.14389
GC	12	0.0010459	0.0073677	0.802004	186	9	-0.28189	0.92991	0.97202	0.999761	20972	1	-0.28189
CFLAR	12	0.0010479	0.0073823	0.802004	187	6	-0.20245	0.80087	0.92679	0.999761	19791	3	-0.20245
C20orf173	12	0.0010489	0.0073878	0.802004	188	7	-0.36138	0.21888	0.50288	0.998158	10494	3	-0.36138
VIPR1	12	0.0010504	0.0073964	0.802004	189	9	-0.4362	0.86135	0.95238	0.999761	20417	3	-0.4362
KCNQ1	12	0.0010628	0.0074672	0.802004	190	4	8.2148e-05	0.40104	0.6951	0.999761	14582	5	8.2148e-05
RARG	12	0.0010631	0.0074681	0.802004	191	8	-0.50261	0.12182	0.34773	0.983926	7411	2	-0.50261
ZNF880	12	0.0010632	0.0074685	0.802004	192	5	-0.16078	0.42772	0.71978	0.999761	15077	3	-0.16078
MCFD2	12	0.0010707	0.0075151	0.802004	193	7	-0.40924	0.78036	0.91868	0.999761	19569	3	-0.40924
HIST1H4F	12	0.0010798	0.0075735	0.802004	194	8	-0.41384	0.89253	0.96169	0.999761	20667	2	-0.41384
CDKN2D	12	0.001081	0.0075776	0.802004	195	4	-0.10099	0.26781	0.56424	0.999761	11721	4	-0.10099
FGFBP1	12	0.0011068	0.0077218	0.80937	196	7	-0.37665	0.56714	0.81238	0.999761	17115	2	-0.37665
DOPEY2	12	0.0011176	0.0077875	0.812333	197	9	-0.32439	0.82582	0.93701	0.999761	20041	2	-0.32439
HEXB	12	0.00114	0.0079267	0.819069	198	5	-0.060966	0.45858	0.74719	0.999761	15668	4	-0.060966
hsa-mir-718	8	0.0011543	0.0066439	0.792052	199	5	-1.2928	0.63749	0.81277	0.999761	18081	1	-1.2928
ZDHHC19	12	0.001165	0.0080618	0.819069	200	7	-0.50267	0.28739	0.58428	0.999761	12151	1	-0.50267
SPAG8	12	0.0011666	0.00807	0.819069	201	5	-0.18034	0.095399	0.29736	0.979461	6340	5	-0.18034
MAP3K3	12	0.0011797	0.0081539	0.819069	202	5	-0.16891	0.10515	0.31836	0.979461	6776	2	-0.16891
FXYD2	12	0.0011815	0.0081631	0.819069	203	4	-0.039971	0.50996	0.77804	0.999761	16346	4	-0.039971
IGFALS	12	0.0011921	0.008232	0.819069	204	5	-0.11572	0.75788	0.90998	0.999761	19345	3	-0.11572
SLC20A1	12	0.0011981	0.0082657	0.819069	205	8	-0.50097	0.55484	0.80506	0.999761	16951	2	-0.50097
FAM71A	12	0.0011983	0.0082671	0.819069	206	7	-0.48672	0.25338	0.5492	0.999761	11405	3	-0.48672
WNT3A	12	0.0012127	0.0083483	0.819069	207	4	-0.1256	0.9834	0.9895	0.999761	21446	1	-0.1256
GPNMB	12	0.0012196	0.0083878	0.819069	208	7	-0.23667	0.6216	0.84479	0.999761	17863	3	-0.23667
DEDD	12	0.0012217	0.0084026	0.819069	209	8	-0.4507	0.98984	0.99182	0.999761	21518	1	-0.4507
PROS1	12	0.0012308	0.0084547	0.819069	210	6	-0.14419	0.27905	0.57577	0.999761	11967	4	-0.14419
CBX8	12	0.0012317	0.0084601	0.819069	211	1	0.28917	0.030499	0.12915	0.974277	2696	8	0.28917
CTRB1	10	0.0012359	0.0077117	0.80937	212	2	0.079627	0.43348	0.69717	0.999761	15184	3	0.079627
CELF6	12	0.0012473	0.0085377	0.819069	213	8	-0.50151	0.5236	0.78619	0.999761	16528	1	-0.50151
HOXD9	12	0.0012485	0.0085441	0.819069	214	7	-0.37268	0.13398	0.36844	0.984063	7825	2	-0.37268
NonTargetingControlGuideForHuman_0752	2	0.0012514	0.0024484	0.70554	215	2	-0.8321	0.99875	0.99873	0.999833	21673	0	-0.8321
NonTargetingControlGuideForHuman_0712	2	0.001256	0.0024571	0.70554	216	2	-0.73522	0.99874	0.99872	0.999833	21671	0	-0.73522
PHACTR3	12	0.0012587	0.0086016	0.819069	217	7	-0.60526	0.016835	0.079166	0.974277	1654	3	-0.60526
GTSF1	12	0.0012605	0.0086107	0.819069	218	7	-0.61661	0.96001	0.98326	0.999761	21253	1	-0.61661
ASAH2	12	0.0012609	0.0086135	0.819069	219	8	-0.54771	0.62704	0.84813	0.999761	17935	4	-0.54771
C1orf131	12	0.0012664	0.0086449	0.819069	220	8	-0.3527	0.34012	0.63679	0.999761	13292	3	-0.3527
hsa-mir-6834	8	0.0012715	0.0072458	0.802004	221	7	-0.72748	0.93407	0.94776	0.999761	21015	1	-0.72748
KRT14	12	0.0012747	0.0086917	0.819069	222	6	-0.22612	0.032696	0.13663	0.974277	2848	3	-0.22612
OLFM3	12	0.001282	0.008744	0.819069	223	7	-0.4262	0.1095	0.32611	0.980138	6942	4	-0.4262
PTPRH	12	0.0012923	0.0088065	0.819069	224	6	-0.19516	0.53036	0.79023	0.999761	16631	4	-0.19516
CPLX1	12	0.0012925	0.0088088	0.819069	225	9	-0.51509	0.9968	0.9968	0.999761	21629	0	-0.51509
TSSK4	12	0.0013137	0.0089352	0.819069	226	5	7.7749e-05	0.30493	0.60199	0.999761	12540	5	7.7749e-05
