id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
hsa-mir-6859-2	1	4.4046e-06	3.8808e-06	0.084158	1	1	-8.7713	1.0	1.0	0.999997	21686	0	-8.7713
SRCAP	5	1.3134e-05	5.182e-05	0.428218	2	5	-4.1226	0.99999	0.99999	0.999997	21685	0	-4.1226
CHST4	6	1.5734e-05	0.00010113	0.428218	3	6	-4.2099	0.99998	0.99999	0.999997	21684	0	-4.2099
MECOM	6	1.6285e-05	0.00010432	0.428218	4	6	-3.0334	0.99998	0.99999	0.999997	21683	0	-3.0334
C20orf173	6	1.8986e-05	0.00011802	0.428218	5	3	-2.8249	0.00050202	0.0026159	0.597134	85	2	-2.8249
ERRFI1	6	1.9163e-05	0.00011848	0.428218	6	3	-0.25463	0.59972	0.75236	0.999509	15823	2	-0.25463
CDH10	6	2.2755e-05	0.00014062	0.435644	7	4	-3.8058	0.037944	0.12503	0.991008	2518	2	-3.8058
OR8D1	6	3.1187e-05	0.00019061	0.453622	8	4	-2.3721	0.90236	0.91361	0.999997	19678	1	-2.3721
TNPO2	5	3.913e-05	0.00017509	0.453622	9	3	-0.96241	0.013994	0.049749	0.973673	1101	1	-0.96241
B2M	5	5.0756e-05	0.00023216	0.453622	10	5	-3.0713	0.99995	0.99996	0.999997	21682	0	-3.0713
SORCS1	6	5.1324e-05	0.00028969	0.453622	11	5	-3.9694	0.59439	0.74901	0.999509	15737	1	-3.9694
MMP28	6	5.4446e-05	0.0003043	0.453622	12	4	-4.2917	0.13685	0.31743	0.99635	6438	1	-4.2917
PITX2	6	5.4453e-05	0.0003043	0.453622	13	6	-2.8301	0.99995	0.99995	0.999997	21681	0	-2.8301
C1orf100	6	6.2591e-05	0.00033671	0.453622	14	6	-2.7918	0.99994	0.99994	0.999997	21680	0	-2.7918
COL11A1	6	7.2092e-05	0.00038511	0.453622	15	5	-3.4448	0.98154	0.9817	0.999997	21235	0	-3.4448
NR1H3	6	7.354e-05	0.00039104	0.453622	16	6	-2.7099	0.99993	0.99993	0.999997	21679	0	-2.7099
MSI2	6	7.4707e-05	0.00039744	0.453622	17	5	-3.5527	0.6809	0.80594	0.999997	17003	1	-3.5527
NUP43	6	7.928e-05	0.00042209	0.457673	18	3	-0.21593	0.97253	0.97258	0.999997	21040	0	-0.21593
MGA	6	8.755e-05	0.00047277	0.488213	19	5	-3.9698	0.99535	0.99541	0.999997	21548	0	-3.9698
JAK2	6	9.464e-05	0.00051432	0.502269	20	5	-4.3858	0.73929	0.84717	0.999997	17824	1	-4.3858
hsa-mir-662	4	9.7477e-05	0.00039241	0.453622	21	4	-4.0879	0.9999	0.9999	0.999997	21678	0	-4.0879
ZNF280B	6	0.00010247	0.00055586	0.502269	22	5	-4.6794	0.82424	0.87778	0.999997	18662	1	-4.6794
YARS2	3	0.00011819	0.00035406	0.453622	23	2	-6.3656	0.89537	0.89545	0.999997	19573	0	-6.3656
PIK3CA	6	0.0001215	0.00065996	0.550457	24	4	-4.3293	0.36775	0.58669	0.997138	11964	2	-4.3293
SQLE	6	0.00013213	0.00071338	0.558581	25	4	-3.1411	0.90981	0.91813	0.999997	19791	1	-3.1411
NPAT	4	0.00013774	0.00055449	0.502269	26	3	-4.9914	0.93336	0.93324	0.999997	20238	0	-4.9914
SERINC3	6	0.00013862	0.00074671	0.558581	27	5	-1.67	0.83063	0.88009	0.999997	18743	1	-1.67
POLE2	4	0.00015278	0.00061385	0.532475	28	3	-5.1197	0.81912	0.82302	0.999997	18617	1	-5.1197
THOP1	5	0.00016433	0.00077273	0.558581	29	5	-2.6641	0.99984	0.99984	0.999997	21677	0	-2.6641
COX7A2	5	0.00016439	0.00077273	0.558581	30	5	-3.8066	0.9997	0.9997	0.999997	21670	0	-3.8066
HHATL	6	0.00016824	0.00091426	0.628113	31	4	-3.306	0.98083	0.98098	0.999997	21218	0	-3.306
RHBDF2	6	0.00018498	0.0010161	0.629562	32	2	0.17465	0.60521	0.75583	0.999509	15916	2	0.17465
HUS1	5	0.0002092	0.00099097	0.629562	33	5	-2.685	0.99979	0.9998	0.999997	21676	0	-2.685
IFIT1B	6	0.00021012	0.001138	0.670458	34	3	-1.0291	0.61024	0.75904	0.999509	15986	2	-1.0291
RBBP6	6	0.0002232	0.0011992	0.684341	35	6	-2.735	0.99978	0.99977	0.999997	21675	0	-2.735
RSPH9	6	0.00023445	0.0012608	0.691983	36	5	-2.8864	0.88396	0.90346	0.999997	19409	1	-2.8864
ERP44	6	0.00024414	0.0013074	0.691983	37	6	-3.6826	0.99915	0.99916	0.999997	21654	0	-3.6826
STAT1	6	0.00024467	0.0013083	0.691983	38	4	-4.0558	0.57378	0.73601	0.999509	15428	1	-4.0558
hsa-let-7f-2	4	0.00024663	0.00095581	0.628113	39	3	-3.596	0.97804	0.97813	0.999997	21168	0	-3.596
DCTN4	6	0.00025098	0.0013475	0.693762	40	6	-2.4307	0.99975	0.99975	0.999997	21674	0	-2.4307
MARCH10	6	0.00026037	0.0013987	0.693762	41	6	-2.2785	0.99974	0.99975	0.999997	21673	0	-2.2785
SPAST	6	0.00026244	0.0014115	0.693762	42	3	-0.34782	0.07138	0.19443	0.993881	3939	3	-0.34782
KIAA1644	6	0.00027933	0.0015037	0.693762	43	5	-3.1859	0.88987	0.90656	0.999997	19489	1	-3.1859
FAM172A	6	0.00029067	0.0015589	0.693762	44	2	-0.035915	0.40252	0.6226	0.997138	12738	2	-0.035915
NCKAP1	6	0.00029918	0.0015968	0.693762	45	6	-2.0341	0.9997	0.99971	0.999997	21672	0	-2.0341
THRB	6	0.0002996	0.0015996	0.693762	46	6	-1.9739	0.9997	0.99971	0.999997	21671	0	-1.9739
NUDT16L1	6	0.00030731	0.0016416	0.69802	47	5	-2.8878	0.92523	0.92875	0.999997	20069	1	-2.8878
H2AFX	5	0.00031113	0.0014662	0.693762	48	5	-3.5429	0.99713	0.99712	0.999997	21594	0	-3.5429
ZNF396	6	0.00032369	0.0017224	0.718298	49	4	-3.2857	0.1049	0.25916	0.993881	5296	1	-3.2857
TAP1	6	0.00033521	0.0017822	0.724505	50	6	-3.917	0.99919	0.9992	0.999997	21657	0	-3.917
DGKK	6	0.00035693	0.0018963	0.724505	51	3	-2.2501	0.16147	0.36038	0.997138	7280	1	-2.2501
TUBB6	6	0.00036993	0.0019598	0.724505	52	3	1.2054	0.0058993	0.02559	0.915079	569	3	1.2054
PHF23	6	0.00037382	0.0019808	0.724505	53	5	-3.3066	0.96808	0.96806	0.999997	20950	0	-3.3066
hsa-mir-6833	3	0.0003901	0.0011439	0.670458	54	3	-3.9485	0.99961	0.99961	0.999997	21669	0	-3.9485
hsa-mir-4701	4	0.00041124	0.0015644	0.693762	55	4	-4.4881	0.98968	0.98969	0.999997	21407	0	-4.4881
MAGIX	6	0.00041927	0.0022136	0.724505	56	3	-2.6894	0.7595	0.85728	0.999997	18080	1	-2.6894
FAHD2B	6	0.00042004	0.0022177	0.724505	57	4	-2.2033	0.14799	0.33704	0.997138	6844	1	-2.2033
CRTAC1	6	0.00042753	0.002252	0.724505	58	4	-4.1409	0.84955	0.88755	0.999997	18932	1	-4.1409
PFAS	6	0.00042753	0.002252	0.724505	59	4	-3.7584	0.96294	0.96293	0.999997	20817	0	-3.7584
IFNGR2	5	0.00043393	0.0020096	0.724505	60	5	-4.7532	0.99773	0.99772	0.999997	21609	0	-4.7532
RMI1	6	0.00044949	0.002352	0.724505	61	2	1.0293	0.081329	0.21397	0.993881	4371	3	1.0293
RNF213	6	0.0004532	0.0023725	0.724505	62	6	-1.8496	0.99955	0.99955	0.999997	21668	0	-1.8496
STK35	6	0.00045853	0.002394	0.724505	63	5	-3.3872	0.94663	0.94678	0.999997	20479	1	-3.3872
ENPP5	6	0.00046332	0.00242	0.724505	64	6	-1.6368	0.99954	0.99954	0.999997	21667	0	-1.6368
ZNF689	5	0.00047643	0.0022109	0.724505	65	4	-4.7637	0.9824	0.9825	0.999997	21250	0	-4.7637
TBC1D3F	2	0.00048656	0.00095307	0.628113	66	2	-5.5603	0.99951	0.99951	0.999997	21666	0	-5.5603
FAM122A	6	0.00048778	0.0025414	0.724505	67	5	-3.5751	0.98288	0.98304	0.999997	21266	0	-3.5751
HLA-A	6	0.00048778	0.0025414	0.724505	68	4	-3.7755	0.66222	0.79313	0.999997	16730	2	-3.7755
ZNF22	6	0.00049018	0.0025515	0.724505	69	6	-2.3122	0.99951	0.99952	0.999997	21665	0	-2.3122
PAGE1	6	0.00049027	0.0025524	0.724505	70	3	-0.99531	0.69804	0.81781	0.999997	17247	2	-0.99531
MRPL43	5	0.00049831	0.0023155	0.724505	71	5	-3.8938	0.9995	0.99949	0.999997	21664	0	-3.8938
CAMP	6	0.00050202	0.0026159	0.724505	72	2	0.4345	0.27675	0.49004	0.997138	10052	3	0.4345
FAM214A	6	0.00050757	0.002646	0.724505	73	5	-2.8068	0.99231	0.99235	0.999997	21469	0	-2.8068
ZMYM3	6	0.00050767	0.0026474	0.724505	74	4	-4.0272	0.63884	0.77765	0.999997	16414	2	-4.0272
FRG1	6	0.00051086	0.0026661	0.724505	75	5	-4.1266	0.95128	0.95141	0.999997	20570	0	-4.1266
ACTR1B	5	0.00052745	0.0024479	0.724505	76	4	-0.96775	0.97677	0.97684	0.999997	21140	0	-0.96775
RFX5	6	0.00053042	0.0027537	0.724505	77	4	-3.7741	0.7035	0.82164	0.999997	17315	1	-3.7741
ADCY7	6	0.00053166	0.0027579	0.724505	78	5	-3.0849	0.649	0.78433	0.999997	16540	1	-3.0849
MAPK4	6	0.00053395	0.0027672	0.724505	79	5	-2.7216	0.97429	0.97439	0.999997	21085	0	-2.7216
ZNF253	6	0.00054447	0.0028241	0.724505	80	6	-2.9607	0.99946	0.99946	0.999997	21663	0	-2.9607
NEUROD2	6	0.00055485	0.0028802	0.724505	81	2	0.5138	0.29471	0.50943	0.997138	10433	3	0.5138
LRRC52	6	0.00056265	0.00293	0.724505	82	3	-0.55949	0.71281	0.82816	0.999997	17440	2	-0.55949
CNTNAP5	6	0.00058353	0.0030359	0.724505	83	2	-0.32873	0.53753	0.7139	0.998543	14929	2	-0.32873
CDT1	5	0.00059448	0.0027296	0.724505	84	2	-0.57888	0.29872	0.50797	0.997138	10534	2	-0.57888
MARS	6	0.00060768	0.003156	0.724505	85	3	-0.31105	0.38996	0.60973	0.997138	12440	2	-0.31105
TEX19	6	0.00061455	0.0031925	0.724505	86	5	-3.7226	0.67836	0.80419	0.999997	16962	1	-3.7226
PMP22	6	0.00062411	0.0032377	0.724505	87	5	-3.4893	0.28162	0.4953	0.997138	10156	1	-3.4893
PLA2G4F	6	0.0006266	0.0032514	0.724505	88	4	-3.5055	0.17943	0.38229	0.997138	7737	2	-3.5055
FPR1	6	0.00062894	0.0032637	0.724505	89	4	-2.269	0.52098	0.70397	0.997138	14709	1	-2.269
ZEB2	5	0.0006385	0.0029195	0.724505	90	3	-2.2019	0.34287	0.54005	0.997138	11463	1	-2.2019
HNRNPA1	6	0.00063944	0.0033117	0.724505	91	6	-2.3229	0.99936	0.99937	0.999997	21662	0	-2.3229
PRDM13	6	0.00064509	0.0033409	0.724505	92	3	-1.9084	0.38015	0.59951	0.997138	12225	3	-1.9084
TPK1	6	0.00066051	0.0034171	0.733703	93	2	0.92489	0.21028	0.41695	0.997138	8442	3	0.92489
C19orf52	5	0.00066276	0.0030364	0.724505	94	5	-2.984	0.99934	0.99935	0.999997	21661	0	-2.984
TAF2	5	0.00067062	0.0030747	0.724505	95	5	-2.4445	0.99933	0.99934	0.999997	21660	0	-2.4445
ELMO3	6	0.0006722	0.003482	0.740293	96	6	-2.8556	0.99746	0.99749	0.999997	21601	0	-2.8556
HLA-E	5	0.00068236	0.0031258	0.724505	97	5	-3.3476	0.99881	0.99882	0.999997	21643	0	-3.3476
BUB1	6	0.0007094	0.003681	0.740332	98	5	-2.4667	0.80754	0.87192	0.999997	18497	1	-2.4667
REEP3	6	0.00071033	0.0036865	0.740332	99	6	-1.8651	0.99929	0.99931	0.999997	21659	0	-1.8651
SNAPC3	5	0.00072585	0.0033112	0.724505	100	3	-1.4137	0.93315	0.93343	0.999997	20236	0	-1.4137
TFPI	6	0.00073107	0.0037911	0.740332	101	6	-1.9967	0.99927	0.99928	0.999997	21658	0	-1.9967
ZAR1L	6	0.00074747	0.0038764	0.740332	102	3	-1.2659	0.97192	0.97197	0.999997	21029	0	-1.2659
MC2R	6	0.00076588	0.0039696	0.740332	103	3	-0.37776	0.27583	0.48907	0.997138	10033	3	-0.37776
PVR	6	0.00076872	0.0039846	0.740332	104	3	-2.4825	0.5862	0.74381	0.999509	15617	2	-2.4825
DMRTA1	6	0.00077078	0.0039942	0.740332	105	5	-2.4228	0.158	0.35442	0.997138	7171	1	-2.4228
YEATS2	6	0.00078623	0.0040714	0.745528	106	5	-3.4152	0.8769	0.89991	0.999997	19319	1	-3.4152
C12orf52	6	0.00079001	0.004091	0.745528	107	4	-3.2753	0.57823	0.73873	0.999509	15493	2	-3.2753
TCP11	6	0.00080615	0.0041654	0.748762	108	5	-3.1993	0.99494	0.99497	0.999997	21532	0	-3.1993
RPL3	4	0.00081453	0.0030067	0.724505	109	4	-4.0696	0.99919	0.99918	0.999997	21656	0	-4.0696
OSBPL6	6	0.00081978	0.0042403	0.748762	110	5	-3.2638	0.99166	0.99167	0.999997	21455	0	-3.2638
CCDC154	6	0.0008221	0.0042517	0.748762	111	4	-3.3563	0.41045	0.6307	0.997138	12905	1	-3.3563
ZNF429	6	0.00082766	0.0042814	0.748762	112	6	-1.8376	0.99917	0.99919	0.999997	21655	0	-1.8376
AHSG	6	0.00084538	0.0043713	0.752357	113	3	-1.097	0.57538	0.73699	0.999509	15454	2	-1.097
CCDC38	6	0.00084538	0.0043713	0.752357	114	4	-2.3862	0.44723	0.66136	0.997138	13592	2	-2.3862
hsa-mir-339	4	0.00085349	0.0031551	0.724505	115	3	-4.346	0.65993	0.72146	0.999046	16702	1	-4.346
RNF146	5	0.0008673	0.0039025	0.740332	116	4	-3.2899	0.7944	0.83296	0.999997	18388	1	-3.2899
THNSL2	5	0.0008686	0.0039075	0.740332	117	4	-1.9264	0.17624	0.34741	0.997138	7675	1	-1.9264
ZNF512B	6	0.00087286	0.004522	0.754382	118	5	-3.3907	0.65993	0.79157	0.999997	16701	1	-3.3907
MAP3K8	5	0.00088073	0.0039586	0.740332	119	3	-3.4986	0.0071095	0.02893	0.915079	666	2	-3.4986
SIK1	6	0.00089524	0.004638	0.754382	120	6	-2.6687	0.9991	0.99912	0.999997	21653	0	-2.6687
RIOK3	6	0.00091298	0.0047247	0.754382	121	4	-1.0181	0.91367	0.92066	0.999997	19866	1	-1.0181
TOR1A	6	0.00091298	0.0047247	0.754382	122	3	-0.28133	0.95406	0.95415	0.999997	20624	0	-0.28133
VOPP1	6	0.00091803	0.0047489	0.754382	123	6	-1.577	0.99908	0.99909	0.999997	21652	0	-1.577
SLFN12L	6	0.00092457	0.0047791	0.754382	124	5	-2.9363	0.60601	0.75634	0.999509	15922	1	-2.9363
MRPS33	6	0.00092461	0.0047791	0.754382	125	3	0.019157	0.12932	0.30385	0.995961	6160	3	0.019157
STMN4	6	0.00094417	0.0048795	0.754382	126	6	-1.4104	0.99906	0.99906	0.999997	21651	0	-1.4104
KIAA1109	5	0.00094663	0.0042399	0.748762	127	2	-0.27944	0.80061	0.83607	0.999997	18441	1	-0.27944
XPR1	6	0.00094864	0.0049042	0.754382	128	4	-1.1965	0.78252	0.86401	0.999997	18292	1	-1.1965
FAM101A	6	0.00095618	0.0049398	0.754382	129	3	-2.1817	0.24643	0.45676	0.997138	9277	2	-2.1817
ZC3H7B	6	0.00097742	0.0050384	0.754382	130	5	-1.28	0.98395	0.98406	0.999997	21286	0	-1.28
BHLHA9	6	0.00098338	0.005063	0.754382	131	5	-3.317	0.2734	0.4864	0.997138	9966	1	-3.317
NPY5R	6	0.00098338	0.005063	0.754382	132	6	-3.498	0.99789	0.99791	0.999997	21614	0	-3.498
hsa-mir-3972	4	0.0010039	0.0036902	0.740332	133	1	0.73587	0.46681	0.61523	0.997138	13892	2	0.73587
DPY30	6	0.0010109	0.0051909	0.755499	134	5	-3.9444	0.96376	0.96378	0.999997	20831	0	-3.9444
LOC200726	5	0.0010205	0.0045471	0.754382	135	4	-4.3773	0.88268	0.88669	0.999997	19389	1	-4.3773
A2M	6	0.0010302	0.0052877	0.762461	136	4	-1.7769	0.8111	0.87314	0.999997	18526	1	-1.7769
DSCR4	5	0.0010346	0.0046147	0.754382	137	2	0.48192	0.25405	0.45097	0.997138	9472	2	0.48192
SPATA32	6	0.0010474	0.0053676	0.762461	138	5	-2.3006	0.98569	0.98582	0.999997	21330	0	-2.3006
AK1	6	0.0010479	0.0053698	0.762461	139	6	-2.2467	0.99895	0.99896	0.999997	21650	0	-2.2467
TRADD	6	0.0010612	0.0054347	0.762461	140	6	-2.8939	0.99894	0.99894	0.999997	21649	0	-2.8939
MYH11	6	0.0010828	0.0055616	0.762461	141	6	-3.0586	0.99892	0.99892	0.999997	21648	0	-3.0586
AGAP6	3	0.0010908	0.0031099	0.724505	142	3	-4.6828	0.99891	0.99891	0.999997	21647	0	-4.6828
ZNF354C	6	0.0011035	0.0056566	0.762461	143	5	-2.6963	0.50498	0.69445	0.997138	14477	1	-2.6963
OR7G2	6	0.0011037	0.005657	0.762461	144	6	-1.2719	0.9989	0.9989	0.999997	21646	0	-1.2719
hsa-mir-6894	3	0.0011102	0.0031532	0.724505	145	2	-5.4899	0.60445	0.63417	0.997138	15895	1	-5.4899
KIAA1024	6	0.0011129	0.0057082	0.762461	146	6	-3.3592	0.99889	0.99888	0.999997	21645	0	-3.3592
RGS8	5	0.0011227	0.0049996	0.754382	147	4	-1.7841	0.79965	0.8356	0.999997	18431	1	-1.7841
SPN	6	0.0011379	0.005825	0.762461	148	5	-2.536	0.73428	0.84349	0.999997	17754	1	-2.536
BAG3	6	0.0011379	0.005825	0.762461	149	5	-2.3215	0.97622	0.97636	0.999997	21130	0	-2.3215
PBX2	5	0.0011441	0.0050891	0.754382	150	5	-2.891	0.99886	0.99887	0.999997	21644	0	-2.891
ICAM5	6	0.0011561	0.0059063	0.762461	151	3	-0.17729	0.36228	0.58096	0.997138	11863	3	-0.17729
PACS1	5	0.0011586	0.0051484	0.754382	152	4	-3.5682	0.078686	0.20643	0.993881	4254	1	-3.5682
BTN1A1	6	0.0011846	0.0060405	0.762461	153	5	-2.494	0.9876	0.98766	0.999997	21358	0	-2.494
DPCD	6	0.0011886	0.006062	0.762461	154	2	-0.17266	0.43502	0.6545	0.997138	13419	2	-0.17266
FBXO30	6	0.0011944	0.0060871	0.762461	155	6	-1.7708	0.99881	0.9988	0.999997	21642	0	-1.7708
AXIN2	6	0.0012019	0.0061236	0.762461	156	4	-3.5501	0.91426	0.92105	0.999997	19880	1	-3.5501
UBA52	4	0.0012301	0.004512	0.754382	157	3	-3.8401	0.85021	0.85025	0.999997	18946	1	-3.8401
ATP5A1	3	0.0012556	0.0035523	0.740332	158	3	-5.0266	0.99874	0.99875	0.999997	21641	0	-5.0266
SCAPER	5	0.0012674	0.0056442	0.762461	159	5	-2.9644	0.99873	0.99875	0.999997	21640	0	-2.9644
DSP	6	0.0012943	0.0065836	0.795425	160	2	-0.19418	0.21005	0.41669	0.997138	8433	2	-0.19418
JAK1	6	0.0013046	0.00663	0.795425	161	5	-3.0488	0.9579	0.9579	0.999997	20707	0	-3.0488
TMEM190	6	0.0013056	0.0066336	0.795425	162	3	-2.1988	0.62105	0.76608	0.999997	16143	2	-2.1988
HLA-C	6	0.0013084	0.0066427	0.795425	163	6	-2.3399	0.99869	0.99869	0.999997	21639	0	-2.3399
SESN2	5	0.001319	0.0058693	0.762461	164	3	-1.2107	0.62182	0.75559	0.999509	16152	1	-1.2107
hsa-mir-550a-3	3	0.001327	0.0037522	0.740332	165	2	-4.7322	0.37401	0.49844	0.997138	12093	1	-4.7322
TPGS1	6	0.0013274	0.006745	0.796262	166	6	-1.5846	0.99867	0.99868	0.999997	21638	0	-1.5846
hsa-mir-3138	4	0.0013434	0.0049037	0.754382	167	4	-3.5373	0.99601	0.99599	0.999997	21563	0	-3.5373
GRWD1	3	0.0013511	0.0038175	0.740332	168	3	-4.8892	0.99865	0.99866	0.999997	21637	0	-4.8892
SLC6A11	6	0.0013533	0.0068662	0.796262	169	5	-2.5131	0.99651	0.99656	0.999997	21576	0	-2.5131
NCAPH2	6	0.0013633	0.0069043	0.796262	170	5	-2.9553	0.99101	0.99104	0.999997	21436	0	-2.9553
RABL2B	5	0.0013754	0.0061049	0.762461	171	5	-2.7917	0.9951	0.99507	0.999997	21538	0	-2.7917
SNRPE	5	0.0013754	0.0061049	0.762461	172	4	-2.984	0.99253	0.99255	0.999997	21476	0	-2.984
BRD9	5	0.0013867	0.0061528	0.762461	173	3	-2.8426	0.94293	0.94314	0.999997	20414	0	-2.8426
hsa-mir-4474	3	0.0013938	0.0039276	0.740332	174	3	-3.2316	0.99861	0.99862	0.999997	21636	0	-3.2316
TMIE	6	0.0013972	0.0070605	0.796262	175	3	-0.74657	0.88027	0.90157	0.999997	19353	1	-0.74657
IGSF10	6	0.0013998	0.0070751	0.796262	176	2	0.21316	0.66237	0.79324	0.999997	16734	2	0.21316
MUM1	5	0.0014039	0.006225	0.767017	177	5	-1.9874	0.9986	0.99861	0.999997	21635	0	-1.9874
DMRT2	6	0.0014268	0.0072144	0.796262	178	5	-2.3365	0.96273	0.96272	0.999997	20812	0	-2.3365
PLEKHA2	6	0.0014293	0.0072253	0.796262	179	6	-1.6211	0.99857	0.99858	0.999997	21634	0	-1.6211
GUCA1B	6	0.0014322	0.0072395	0.796262	180	4	-1.4975	0.028179	0.097638	0.979379	1996	1	-1.4975
OR6S1	6	0.0014526	0.007328	0.796262	181	3	-0.12509	0.3357	0.55318	0.997138	11303	3	-0.12509
PPP2R5C	6	0.0014537	0.0073326	0.796262	182	3	-1.4254	0.3418	0.55956	0.997138	11442	2	-1.4254
GOLGA1	6	0.001456	0.0073436	0.796262	183	5	-2.9035	0.91413	0.92097	0.999997	19875	1	-2.9035
UQCRC1	5	0.0014631	0.0064852	0.794568	184	4	-3.4834	0.98653	0.98653	0.999997	21342	0	-3.4834
TAPBP	6	0.001471	0.0074212	0.797985	185	5	-3.4016	0.98933	0.98938	0.999997	21396	0	-3.4016
CYR61	6	0.0014738	0.007433	0.797985	186	5	-2.9351	0.016977	0.062708	0.977806	1290	1	-2.9351
OR2T8	6	0.0014982	0.0075463	0.798183	187	6	-1.5364	0.9985	0.99852	0.999997	21633	0	-1.5364
hsa-mir-487a	4	0.001504	0.0054712	0.762461	188	4	-2.8024	0.9985	0.99849	0.999997	21632	0	-2.8024
LILRA3	6	0.0015201	0.007654	0.798183	189	4	-3.1641	0.030911	0.10591	0.979379	2151	1	-3.1641
OOEP	6	0.001531	0.007707	0.798183	190	6	-1.8547	0.99847	0.99849	0.999997	21631	0	-1.8547
PGAM1	5	0.0015424	0.0068274	0.796262	191	3	-4.1441	0.95157	0.95175	0.999997	20576	0	-4.1441
hsa-mir-802	4	0.001552	0.0056406	0.762461	192	4	-2.2336	0.99845	0.99844	0.999997	21630	0	-2.2336
TADA2A	6	0.0015582	0.0078366	0.798183	193	4	-1.4416	0.96674	0.96675	0.999997	20919	0	-1.4416
GOT1	6	0.0015724	0.0079134	0.798183	194	5	-1.3178	0.99713	0.99718	0.999997	21593	0	-1.3178
PUS7L	6	0.0015739	0.0079197	0.798183	195	6	-1.6474	0.99843	0.99844	0.999997	21629	0	-1.6474
SMIM3	6	0.0015759	0.0079309	0.798183	196	6	-2.8946	0.99842	0.99844	0.999997	21628	0	-2.8946
MTRNR2L10	4	0.0015817	0.0057408	0.762461	197	4	-3.4177	0.98419	0.98418	0.999997	21293	0	-3.4177
ASXL2	5	0.001587	0.0070007	0.796262	198	2	0.55356	0.85736	0.86849	0.999997	19051	1	0.55356
TRIM35	5	0.0016086	0.0070988	0.796262	199	3	-3.4149	0.33184	0.53199	0.997138	11222	2	-3.4149
ARHGAP23	6	0.001611	0.0080932	0.798183	200	2	0.44488	0.14361	0.3294	0.996907	6679	3	0.44488
KAT8	6	0.0016121	0.0080983	0.798183	201	4	-3.2134	0.1007	0.25127	0.993881	5126	1	-3.2134
AIFM3	6	0.0016121	0.0080983	0.798183	202	4	-3.5881	0.96406	0.96406	0.999997	20841	0	-3.5881
hsa-mir-4514	4	0.0016159	0.0058689	0.762461	203	3	-3.6656	0.65339	0.71812	0.999024	16603	1	-3.6656
CCT8L2	5	0.0016242	0.0071678	0.796262	204	4	-2.685	0.25739	0.45532	0.997138	9549	1	-2.685
WDR88	5	0.0016506	0.0072806	0.796262	205	3	-1.5798	0.49271	0.65218	0.997138	14279	2	-1.5798
GHRHR	6	0.0016534	0.0083028	0.798183	206	5	-2.1144	0.89127	0.90731	0.999997	19513	1	-2.1144
SHF	6	0.0016534	0.0083028	0.798183	207	4	-3.2347	0.92851	0.93121	0.999997	20137	1	-3.2347
DDX1	5	0.001657	0.0073066	0.796262	208	3	-0.75905	0.599	0.73674	0.999509	15810	2	-0.75905
LIX1	6	0.0016868	0.008469	0.798183	209	4	-3.2773	0.97141	0.97146	0.999997	21014	0	-3.2773
RUNX1	4	0.0016921	0.0061264	0.762461	210	4	-3.5682	0.99831	0.99832	0.999997	21627	0	-3.5682
CORIN	6	0.0017067	0.0085681	0.798183	211	3	-0.72846	0.58371	0.74219	0.999509	15574	1	-0.72846
BRIX1	6	0.0017075	0.0085735	0.798183	212	5	-2.7977	0.98905	0.98911	0.999997	21391	0	-2.7977
ZDHHC16	6	0.001709	0.0085804	0.798183	213	5	-3.4477	0.99523	0.99528	0.999997	21544	0	-3.4477
EDDM3B	6	0.0017166	0.0086178	0.798183	214	4	-1.3281	0.48202	0.68108	0.997138	14120	2	-1.3281
SMYD1	6	0.0017234	0.0086448	0.798183	215	4	-3.3808	0.68112	0.80609	0.999997	17005	2	-3.3808
FASN	6	0.0017358	0.0087114	0.798183	216	6	-2.1727	0.99826	0.99828	0.999997	21626	0	-2.1727
MMP3	5	0.0017431	0.0076782	0.798183	217	3	-0.89766	0.68423	0.78736	0.999997	17045	1	-0.89766
RSAD2	6	0.0017693	0.0088698	0.798183	218	2	0.6953	0.058653	0.16879	0.993881	3436	3	0.6953
ITFG2	6	0.0017777	0.0089068	0.798183	219	5	-3.115	0.88258	0.90276	0.999997	19388	1	-3.115
TPCN2	6	0.0017884	0.0089566	0.798183	220	5	-2.3759	0.96128	0.9613	0.999997	20779	0	-2.3759
PLCL1	6	0.0018003	0.0090159	0.798183	221	6	-1.8032	0.9982	0.99821	0.999997	21625	0	-1.8032
YTHDC2	6	0.0018052	0.009036	0.798183	222	2	-0.16568	0.9092	0.91777	0.999997	19780	1	-0.16568
C5orf34	5	0.0018059	0.0079554	0.798183	223	4	-3.6794	0.24765	0.44282	0.997138	9309	1	-3.6794
ASTN2	5	0.0018109	0.0079754	0.798183	224	4	-2.7108	0.89342	0.89541	0.999997	19541	1	-2.7108
hsa-mir-1268b	3	0.0018199	0.0051228	0.754382	225	3	-3.3758	0.99818	0.99819	0.999997	21624	0	-3.3758
UNKL	6	0.0018221	0.0091292	0.798183	226	4	-1.2032	0.93093	0.93307	0.999997	20188	1	-1.2032
DHX58	6	0.0018226	0.0091305	0.798183	227	5	-2.1482	0.70189	0.8205	0.999997	17292	1	-2.1482
OAS2	6	0.001825	0.0091465	0.798183	228	4	-2.9532	0.74923	0.85445	0.999997	17985	1	-2.9532
