Gene	sgRNA	NKselection|beta	NKselection|z	NKselection|p-value	NKselection|fdr	NKselection|wald-p-value	NKselection|wald-fdr
TCF3	6	0.08877	0.5181	0.45559	0.99224	0.60439	0.99998
OR52E2	6	-0.1083	-1.214	0.34604	0.99224	0.22473	0.99998
CAV2	6	-0.15707	-0.9606	0.17602	0.9666	0.33675	0.99998
ZNF439	6	-0.12778	-1.1904	0.26801	0.99224	0.23391	0.99998
MYO3B	6	0.023584	0.1539	0.8527	0.99256	0.87769	0.99998
S100A8	6	-0.12439	-1.4306	0.28036	0.99224	0.15253	0.99998
ZNF251	6	0.050236	0.51624	0.68046	0.99224	0.60569	0.99998
GRIN3B	6	0.16168	1.3186	0.17606	0.9666	0.1873	0.99998
NSRP1	6	0.15934	1.0189	0.18256	0.96691	0.30824	0.99998
PTPLB	6	0.3661	1.9546	0.0042863	0.73228	0.050625	0.99998
SEPW1	6	-0.1764	-1.4959	0.13094	0.95061	0.13468	0.99998
RPL7L1	6	0.030629	0.18004	0.80555	0.99256	0.85712	0.99998
hsa-mir-302f	3	0.062138	0.57206	0.71775	0.99256	0.56728	0.99998
SEZ6L2	6	-0.30577	-2.6068	0.011845	0.81734	0.009138	0.99998
NonTargetingControlGuideForHuman_0112	1	0.21837	0.72785	0.45287	0.99224	0.4667	0.99998
NonTargetingControlGuideForHuman_0641	1	0.059161	0.32754	0.84362	0.99256	0.74326	0.99998
ATP12A	6	-0.078918	-0.4446	0.48675	0.99224	0.65661	0.99998
MAP3K10	6	0.21111	1.4945	0.079504	0.94089	0.13506	0.99998
hsa-mir-548u	4	0.0121	0.094001	0.94658	0.99715	0.92511	0.99998
TAF5L	6	0.16492	1.222	0.16772	0.96379	0.22172	0.99998
PGC	6	-0.21132	-1.1535	0.075218	0.94089	0.24869	0.99998
SLC35E1	6	0.02109	0.16265	0.86851	0.99256	0.87079	0.99998
MAGEL2	6	-0.040679	-0.31681	0.70987	0.99224	0.75139	0.99998
hsa-mir-8060	4	0.28309	0.67729	0.060331	0.94089	0.49822	0.99998
TRIM15	6	-0.06837	-0.46937	0.54482	0.99224	0.6388	0.99998
FXR1	6	0.039535	0.40341	0.74573	0.99256	0.68665	0.99998
RHOA	6	0.21428	1.2172	0.075909	0.94089	0.22354	0.99998
SLC25A46	6	0.12309	0.66976	0.30179	0.99224	0.50301	0.99998
SSTR4	6	-0.023591	-0.18929	0.82334	0.99256	0.84987	0.99998
PTPRC	6	0.047006	0.23327	0.69936	0.99224	0.81555	0.99998
MORC1	6	0.034027	0.22386	0.782	0.99256	0.82287	0.99998
FAM169B	6	-0.03012	-0.19399	0.78117	0.99256	0.84618	0.99998
S1PR5	6	-0.041288	-0.21018	0.70669	0.99224	0.83353	0.99998
HELT	6	-0.020042	-0.2662	0.84583	0.99256	0.79009	0.99998
APEX2	6	-0.019093	-0.084565	0.8515	0.99256	0.93261	0.99998
NonTargetingControlGuideForHuman_0329	1	0.31892	0.90497	0.28658	0.99224	0.36548	0.99998
KIAA1549	6	-0.010618	-0.086492	0.9104	0.99432	0.93108	0.99998
CASC4	6	-0.054937	-0.72807	0.62391	0.99224	0.46657	0.99998
TBC1D9B	6	-0.067619	-0.37096	0.54957	0.99224	0.71067	0.99998
GLYCTK	6	-0.22444	-1.4969	0.059225	0.94089	0.13441	0.99998
RSPH3	6	0.0693	0.57344	0.56524	0.99224	0.56635	0.99998
DHX37	6	0.11668	0.77282	0.32696	0.99224	0.43963	0.99998
SCAMP1	6	-0.055177	-0.39034	0.62267	0.99224	0.69628	0.99998
MBD2	6	-0.13957	-1.3411	0.22879	0.9833	0.17988	0.99998
INSL6	6	0.087729	0.85529	0.46145	0.99224	0.39239	0.99998
NonTargetingControlGuideForHuman_0010	1	-0.22286	-0.76563	0.4414	0.99224	0.44389	0.99998
HEATR5B	6	0.064007	0.43408	0.59511	0.99224	0.66423	0.99998
hsa-mir-4691	4	0.15628	1.0174	0.28437	0.99224	0.30896	0.99998
AAR2	6	-0.052948	-0.46003	0.63622	0.99224	0.64549	0.99998
CENPO	6	0.019896	0.15889	0.87579	0.99289	0.87376	0.99998
hsa-mir-1911	4	0.12585	0.94911	0.38715	0.99224	0.34257	0.99998
UQCRQ	6	-0.22667	-1.6021	0.056874	0.94089	0.10913	0.99998
MLL5	6	-0.0023918	-0.014682	0.97078	0.99787	0.98829	0.99998
PDIA2	6	-0.10465	-0.60171	0.36185	0.99224	0.54737	0.99998
ERBB2IP	6	0.12841	1.1159	0.28202	0.99224	0.26444	0.99998
NonTargetingControlGuideForHuman_0771	1	-0.043962	-0.34916	0.86477	0.99256	0.72697	0.99998
TAF1B	6	0.062665	0.27605	0.60409	0.99224	0.78251	0.99998
hsa-mir-376a-2	3	0.25816	1.8043	0.13131	0.95061	0.071184	0.99998
AMBP	6	-0.058611	-0.67642	0.60059	0.99224	0.49878	0.99998
hsa-mir-585	4	0.18322	0.68566	0.21058	0.97628	0.49293	0.99998
AVP	6	-0.063436	-0.5502	0.57349	0.99224	0.58218	0.99998
CDR2L	6	0.061179	0.46023	0.61308	0.99224	0.64535	0.99998
NonTargetingControlGuideForHuman_0608	1	0.022785	0.1083	0.94829	0.99715	0.91376	0.99998
PRKCA	6	0.077289	0.5122	0.51841	0.99224	0.60851	0.99998
GPR21	6	0.051656	0.29929	0.67069	0.99224	0.76472	0.99998
ATP5L	6	-0.076967	-0.38111	0.49721	0.99224	0.70312	0.99998
hsa-mir-4419b	4	-0.080971	-0.46686	0.56123	0.99224	0.6406	0.99998
CNTN4	6	0.38439	2.2031	0.0027193	0.62766	0.027589	0.99998
GATA6	6	-0.19276	-1.1801	0.10126	0.95024	0.23797	0.99998
NonTargetingControlGuideForHuman_0360	1	0.067847	0.42399	0.81873	0.99256	0.67157	0.99998
CCBL2	6	0.12761	0.6152	0.28543	0.99224	0.53842	0.99998
SLC35A1	6	-0.040266	-0.1529	0.71231	0.99224	0.87847	0.99998
TSTD2	6	0.074905	0.55013	0.53224	0.99224	0.58223	0.99998
REG1B	6	0.032732	0.2754	0.79126	0.99256	0.78301	0.99998
VWC2L	6	0.079661	0.49401	0.50495	0.99224	0.6213	0.99998
DRGX	6	0.027894	0.12479	0.82348	0.99256	0.90069	0.99998
CCDC74B	5	0.023554	0.098508	0.86431	0.99256	0.92153	0.99998
PIGQ	6	-0.15496	-1.0443	0.18136	0.9666	0.29635	0.99998
HSPA5	6	0.18616	0.64436	0.11923	0.95024	0.51934	0.99998
NonTargetingControlGuideForHuman_0994	1	0.33934	1.277	0.25981	0.99224	0.20161	0.99998
CPLX1	6	-0.37134	-3.1354	0.0031802	0.69231	0.0017163	0.99998
ANXA10	6	-0.16701	-1.2418	0.15237	0.96379	0.21431	0.99998
NETO2	6	0.25124	1.0122	0.038853	0.87087	0.31144	0.99998
KRTAP3-2	6	0.11602	0.58224	0.32958	0.99224	0.56041	0.99998
hsa-mir-5680	4	-0.085414	-0.28307	0.54178	0.99224	0.77712	0.99998
AGO2	6	-0.21492	-1.3006	0.070563	0.94089	0.19338	0.99998
hsa-mir-450a-2	4	-0.080207	-0.49763	0.56455	0.99224	0.61875	0.99998
PGP	6	-0.17617	-1.205	0.13131	0.95061	0.22822	0.99998
SLC13A2	6	0.1548	1.3264	0.19616	0.97381	0.1847	0.99998
hsa-mir-548al	4	0.40155	1.4236	0.01014	0.81734	0.15457	0.99998
RRP1B	6	0.12233	0.49911	0.30387	0.99224	0.6177	0.99998
SPHAR	1	-0.17954	-0.3339	0.52984	0.99224	0.73846	0.99998
HNF4A	6	-0.10558	-0.62619	0.35775	0.99224	0.53119	0.99998
NPM1	6	-0.20083	-0.50035	0.088445	0.94393	0.61683	0.99998
KCNH6	6	-0.072544	-0.3671	0.52044	0.99224	0.71354	0.99998
MRPS35	6	-0.0018975	-0.013921	0.97456	0.99792	0.98889	0.99998
CXCR1	6	0.047594	0.22883	0.69586	0.99224	0.819	0.99998
SEPT5	6	0.092029	0.60012	0.43942	0.99224	0.54843	0.99998
SLC3A2	6	-0.03128	-0.17893	0.77384	0.99256	0.85799	0.99998
OGFRL1	6	-0.043693	-0.39266	0.69185	0.99224	0.69457	0.99998
HIST1H2BL	6	-0.09458	-0.59957	0.41047	0.99224	0.54879	0.99998
hsa-mir-6787	4	-0.18641	-0.5227	0.19712	0.97381	0.60118	0.99998
ACTR10	6	0.053854	0.43184	0.65751	0.99224	0.66586	0.99998
NonTargetingControlGuideForHuman_0821	1	0.014409	0.044223	0.9705	0.99787	0.96473	0.99998
MAGOH	6	0.098628	1.2362	0.40886	0.99224	0.2164	0.99998
SPRYD7	6	0.11831	0.78211	0.32037	0.99224	0.43415	0.99998
PCID2	6	-0.025873	-0.23086	0.80781	0.99256	0.81743	0.99998
hsa-mir-642b	1	0.038684	0.69647	0.9033	0.99432	0.48614	0.99998
NR0B1	6	0.08532	0.59359	0.47357	0.99224	0.55279	0.99998
BCHE	6	0.061604	0.31153	0.61031	0.99224	0.7554	0.99998
BEND5	6	-0.19418	-1.303	0.098723	0.95024	0.19256	0.99998
CRYGC	6	0.078468	0.646	0.51191	0.99224	0.51828	0.99998
LIMK1	6	0.1308	0.84665	0.27349	0.99224	0.39719	0.99998
FGF3	6	-0.16451	-0.98754	0.15873	0.96379	0.32338	0.99998
BEGAIN	6	0.03951	0.33029	0.74591	0.99256	0.74118	0.99998
NADK	6	-0.07471	-0.71732	0.5097	0.99224	0.47317	0.99998
NENF	6	0.039983	0.32987	0.74361	0.99256	0.7415	0.99998
WFIKKN1	6	0.012779	0.12451	0.92262	0.99499	0.90091	0.99998
SLC1A2	6	-0.024562	-0.21247	0.8173	0.99256	0.83174	0.99998
IL22RA1	6	-0.080476	-0.75583	0.47813	0.99224	0.44975	0.99998
NonTargetingControlGuideForHuman_0107	1	0.03703	0.23611	0.90842	0.99432	0.81335	0.99998
NonTargetingControlGuideForHuman_0556	1	-0.12401	-0.97381	0.65152	0.99224	0.33015	0.99998
NonTargetingControlGuideForHuman_0283	1	0.00062997	0.0028916	0.99083	0.99944	0.99769	0.99998
ARHGAP28	6	0.041722	0.23059	0.73314	0.99256	0.81763	0.99998
SKIDA1	6	0.27652	1.8443	0.024151	0.86326	0.065144	0.99998
GPALPP1	6	-0.013683	-0.17401	0.88939	0.99353	0.86186	0.99998
UBE2E3	6	0.033113	0.26757	0.7884	0.99256	0.78903	0.99998
SREK1	6	-0.031762	-0.3025	0.76978	0.99256	0.76227	0.99998
NPRL2	6	-0.088695	-0.76113	0.43877	0.99224	0.44658	0.99998
IGFBP1	6	-0.016294	-0.10385	0.87054	0.99256	0.91728	0.99998
FAM216A	6	0.29833	1.6001	0.016408	0.84368	0.10958	0.99998
SIX1	6	0.12396	0.99137	0.29866	0.99224	0.32151	0.99998
OR2V2	6	0.10943	0.76886	0.35862	0.99224	0.44198	0.99998
hsa-mir-379	4	-0.074868	-0.58881	0.58976	0.99224	0.55599	0.99998
PLEKHG4	6	-0.11092	-0.88712	0.33433	0.99224	0.37501	0.99998
PLEC	6	0.16609	1.0195	0.16408	0.96379	0.30795	0.99998
RNF223	6	-0.17231	-1.1543	0.14062	0.95613	0.24839	0.99998
hsa-mir-6719	4	-0.099798	-0.45922	0.48205	0.99224	0.64607	0.99998
DCP2	6	-0.14986	-1.4485	0.19639	0.97381	0.14748	0.99998
GSG1	6	-0.096805	-0.75698	0.39927	0.99224	0.44906	0.99998
CHRNB4	5	0.16842	0.80592	0.19413	0.97342	0.42029	0.99998
ST13	6	-0.1237	-0.44884	0.28331	0.99224	0.65355	0.99998
hsa-mir-4468	4	-0.097724	-0.54441	0.49071	0.99224	0.58616	0.99998
hsa-mir-3613	4	0.034415	0.25807	0.82389	0.99256	0.79635	0.99998
TLCD1	6	-0.024061	-0.14363	0.82085	0.99256	0.8858	0.99998
ZNF595	6	-0.0064641	-0.055148	0.93995	0.99663	0.95602	0.99998
MAP2K5	6	0.21282	1.7684	0.077614	0.94089	0.076988	0.99998
C17orf75	6	-0.17578	-1.0498	0.13195	0.95061	0.29379	0.99998
DLX3	6	0.19938	1.3759	0.09688	0.95024	0.16885	0.99998
B3GALT4	6	0.04629	0.18836	0.70365	0.99224	0.85059	0.99998
NonTargetingControlGuideForHuman_0077	1	-0.033013	-0.11074	0.89542	0.99432	0.91182	0.99998
CTSF	6	0.063781	0.47462	0.5964	0.99224	0.63506	0.99998
hsa-mir-640	4	-0.12257	-1.0208	0.39194	0.99224	0.30736	0.99998
CCDC152	6	0.068192	0.58886	0.571	0.99224	0.55595	0.99998
TAF6	6	-0.022334	-0.11039	0.83136	0.99256	0.9121	0.99998
ERP44	6	-0.10304	-0.60845	0.36821	0.99224	0.54289	0.99998
hsa-mir-6845	4	-0.17713	-0.74927	0.21985	0.98147	0.45369	0.99998
ODF4	6	-0.14595	-1.1264	0.20749	0.97623	0.25999	0.99998
PLA2G12B	6	0.05011	0.33064	0.68134	0.99224	0.74092	0.99998
KLHL36	6	0.39302	1.999	0.0021201	0.61111	0.045605	0.99998
THNSL2	6	0.1013	0.90134	0.39646	0.99224	0.36741	0.99998
ZNF530	6	0.13124	1.133	0.27211	0.99224	0.2572	0.99998
ARFIP2	6	0.073302	0.74916	0.5415	0.99224	0.45376	0.99998
HUS1	6	-0.21598	-1.3561	0.069088	0.94089	0.17507	0.99998
CTSL	5	-0.16213	-1.6003	0.20454	0.97562	0.10952	0.99998
GPC1	6	-0.020446	-0.10088	0.84334	0.99256	0.91964	0.99998
HDAC4	6	-0.023687	-0.22686	0.82283	0.99256	0.82053	0.99998
LGR4	6	0.042673	0.41123	0.72595	0.99256	0.68091	0.99998
NonTargetingControlGuideForHuman_0161	1	0.063263	0.2315	0.83302	0.99256	0.81693	0.99998
PLAU	5	0.0026945	0.020865	0.99143	0.99954	0.98335	0.99998
STMN2	6	0.10661	0.87813	0.37176	0.99224	0.37987	0.99998
ATP5I	6	0.20303	1.0918	0.091349	0.95014	0.27492	0.99998
hsa-mir-8056	4	0.22426	1.0787	0.12993	0.95061	0.28072	0.99998
TACC1	6	-0.15493	-0.91127	0.18155	0.96686	0.36215	0.99998
hsa-mir-449a	4	-0.15809	-1.3879	0.27165	0.99224	0.16518	0.99998
MRPS23	6	-0.06083	-0.29038	0.58764	0.99224	0.77152	0.99998
CDC42EP2	6	-0.0092337	-0.092781	0.91953	0.99499	0.92608	0.99998
C12orf29	6	-0.11493	-0.71254	0.31696	0.99224	0.47613	0.99998
COX7A2	6	-0.20766	-1.3599	0.079366	0.94089	0.17386	0.99998
C1orf27	6	-0.031764	-0.31209	0.76974	0.99256	0.75497	0.99998
NonTargetingControlGuideForHuman_0875	1	-0.014136	-0.056406	0.9505	0.99715	0.95502	0.99998
ANGPTL7	6	0.3555	1.4915	0.0053003	0.77124	0.13583	0.99998
MAP4K1	6	0.14344	1.0127	0.23035	0.9833	0.31121	0.99998
hsa-mir-5007	4	0.080293	0.67386	0.57911	0.99224	0.5004	0.99998
hsa-mir-1299	4	-0.066086	-0.20239	0.62986	0.99224	0.83961	0.99998
hsa-mir-323a	4	0.053814	0.34983	0.7166	0.99256	0.72647	0.99998
KCNQ5	6	-0.090326	-0.84601	0.43034	0.99224	0.39754	0.99998
RPS12	6	-0.04095	-0.2012	0.70853	0.99224	0.84054	0.99998
XK	6	0.090095	0.7542	0.44937	0.99224	0.45073	0.99998
TMEM89	6	-0.092705	-0.67828	0.42038	0.99224	0.49759	0.99998
EXOC1	6	0.18016	1.4451	0.13103	0.95061	0.14843	0.99998
MAG	6	0.0031237	0.025184	0.98935	0.99916	0.97991	0.99998
MAP2	6	-0.10274	-0.59373	0.36973	0.99224	0.5527	0.99998
SRP68	6	-0.0402	-0.35769	0.71263	0.99224	0.72057	0.99998
KCTD12	6	-0.027541	-0.22187	0.79679	0.99256	0.82442	0.99998
NonTargetingControlGuideForHuman_0064	1	-0.014208	-0.048643	0.95032	0.99715	0.9612	0.99998
C7orf55-LUC7L2	5	0.23064	1.9039	0.078951	0.94089	0.056922	0.99998
SRF	6	0.13615	1.0819	0.25257	0.99045	0.27931	0.99998
hsa-mir-1237	4	-0.061559	-0.42411	0.65396	0.99224	0.67149	0.99998
MINOS1	6	0.034118	0.14526	0.78144	0.99256	0.88451	0.99998
ZC3H3	6	0.1166	0.58076	0.32728	0.99224	0.5614	0.99998
RAB3D	6	0.093851	0.84088	0.43052	0.99224	0.40042	0.99998
ZSCAN25	6	0.080325	0.53021	0.50062	0.99224	0.59597	0.99998
PSRC1	6	0.081465	0.64301	0.49417	0.99224	0.52022	0.99998
MMP2	6	0.065997	0.7484	0.58437	0.99224	0.45422	0.99998
TRPC5OS	6	-0.186	-1.5806	0.11218	0.95024	0.11396	0.99998
CIB1	6	0.040551	0.33909	0.74084	0.99256	0.73454	0.99998
GNL3L	6	0.090314	0.69795	0.4485	0.99224	0.48521	0.99998
C10orf118	6	-0.14532	-1.0335	0.2092	0.97623	0.30138	0.99998
hsa-mir-1302-5	4	0.049434	0.18055	0.74176	0.99256	0.85672	0.99998
HMCES	4	-0.1348	-1.1439	0.34802	0.99224	0.25266	0.99998
EXOSC10	6	-0.0059596	-0.031921	0.94391	0.99715	0.97453	0.99998
HUS1B	6	-0.0033568	-0.028549	0.96294	0.99752	0.97722	0.99998
L1CAM	6	-0.16649	-1.9789	0.15389	0.96379	0.047822	0.99998
CNPPD1	6	0.091211	0.60266	0.44306	0.99224	0.54674	0.99998
CAMTA2	6	-0.21574	-1.1986	0.069503	0.94089	0.2307	0.99998
LIMS2	6	0.13031	1.0098	0.27534	0.99224	0.31259	0.99998
CCDC27	6	-0.17829	-1.4286	0.12679	0.95061	0.15311	0.99998
LMO7	6	-0.044991	-0.45806	0.6841	0.99224	0.64691	0.99998
hsa-mir-4256	4	-0.070331	-0.45546	0.60856	0.99224	0.64878	0.99998
ATP6V0A1	6	0.21661	1.7136	0.072591	0.94089	0.086597	0.99998
GBP2	6	0.024267	0.22635	0.84832	0.99256	0.82093	0.99998
PDZD2	6	0.12427	0.89965	0.2976	0.99224	0.36831	0.99998
TRAPPC13	6	0.037937	0.32482	0.75711	0.99256	0.74531	0.99998
ST6GAL1	6	-0.13064	-1.1838	0.2581	0.99224	0.23648	0.99998
COQ6	6	0.029382	0.22979	0.81325	0.99256	0.81825	0.99998
NonTargetingControlGuideForHuman_0976	1	0.36121	0.96035	0.2333	0.9833	0.33688	0.99998
hsa-mir-3689f	4	0.097493	0.84432	0.49938	0.99224	0.39849	0.99998
ZDHHC17	6	-0.097827	-1.1425	0.39406	0.99224	0.25324	0.99998
KCP	6	0.0033512	0.021027	0.98816	0.99916	0.98322	0.99998
NonTargetingControlGuideForHuman_0680	1	0.1016	0.69183	0.72683	0.99256	0.48904	0.99998
hsa-mir-4676	4	0.0051513	0.035118	0.98516	0.99883	0.97199	0.99998
hsa-mir-302e	4	0.050661	0.35907	0.73503	0.99256	0.71954	0.99998
PTGES	6	-0.2026	-1.0502	0.08591	0.94393	0.29362	0.99998
TRIM37	6	0.045701	0.37142	0.70706	0.99224	0.71033	0.99998
NonTargetingControlGuideForHuman_0134	1	-0.018419	-0.074201	0.93704	0.99638	0.94085	0.99998
SERPING1	6	-0.11273	-0.9973	0.3265	0.99224	0.31862	0.99998
ACTL9	6	0.037501	0.28334	0.75978	0.99256	0.77692	0.99998
PIEZO1	6	-0.21959	-1.2469	0.065032	0.94089	0.21245	0.99998
POLR2F	6	0.067014	0.56187	0.57805	0.99224	0.57421	0.99998
FAM160B2	6	-0.09374	-0.74494	0.41536	0.99224	0.45631	0.99998
hsa-mir-662	4	0.10295	0.41679	0.47712	0.99224	0.67683	0.99998
BZW1	6	0.031548	0.18799	0.79841	0.99256	0.85088	0.99998
ST8SIA4	6	-0.0063694	-0.02446	0.94064	0.99692	0.98049	0.99998
hsa-mir-454	4	-0.13892	-0.40119	0.33465	0.99224	0.68828	0.99998
ATP6V1G2	6	-0.078731	-0.52675	0.48799	0.99224	0.59837	0.99998
CNOT8	6	-0.10952	-1.0875	0.3412	0.99224	0.27683	0.99998
hsa-mir-1234	4	-0.097309	-0.79479	0.49237	0.99224	0.42674	0.99998
ZBTB49	6	-0.13504	-0.85221	0.244	0.98732	0.3941	0.99998
FRAT2	6	-0.037658	-0.31301	0.72992	0.99256	0.75428	0.99998
KLHL42	6	-0.11392	-0.8209	0.32189	0.99224	0.4117	0.99998
TNFSF12	6	-0.053441	-0.27554	0.63262	0.99224	0.7829	0.99998
NIPBL	6	-0.032096	-0.19899	0.76725	0.99256	0.84227	0.99998
UBE2K	6	-0.077888	-0.41748	0.49228	0.99224	0.67633	0.99998
TTR	6	-0.036434	-0.28639	0.7383	0.99256	0.77458	0.99998
TERF1	6	-0.085858	-0.87871	0.45149	0.99224	0.37956	0.99998
KLHL20	6	-0.046512	-0.47704	0.67493	0.99224	0.63333	0.99998
NonTargetingControlGuideForHuman_0415	1	0.12359	0.62908	0.66876	0.99224	0.5293	0.99998
CYP21A2	6	0.043565	0.13753	0.72061	0.99256	0.89061	0.99998
hsa-mir-6503	4	0.13087	0.86926	0.36954	0.99224	0.3847	0.99998
PAXIP1	6	0.11408	0.82078	0.3371	0.99224	0.41177	0.99998
MED23	6	-0.016125	-0.10192	0.87155	0.99256	0.91882	0.99998
GGPS1	6	0.12559	1.0324	0.29285	0.99224	0.3019	0.99998
CACNB2	6	0.093977	0.7061	0.42974	0.99224	0.48013	0.99998
RASGRF1	6	-0.088315	-0.95481	0.44066	0.99224	0.33967	0.99998
hsa-mir-6874	4	0.026081	0.14741	0.86915	0.99256	0.88281	0.99998
MED1	6	0.036431	0.1928	0.7667	0.99256	0.84712	0.99998
IL1RAP	6	0.042126	0.29028	0.73065	0.99256	0.7716	0.99998
NFKB2	6	0.2683	1.7405	0.028161	0.87073	0.081767	0.99998
TMEM222	6	0.064697	0.45522	0.59151	0.99224	0.64895	0.99998
CNP	6	0.1803	1.6606	0.13085	0.95061	0.096793	0.99998
NonTargetingControlGuideForHuman_0946	1	-0.085414	-1.5358	0.74743	0.99256	0.12458	0.99998
SIT1	6	-0.11026	-0.72327	0.33747	0.99224	0.46951	0.99998
NINL	6	-0.1818	-1.3439	0.1196	0.95024	0.17897	0.99998
OSR1	6	-0.24353	-1.6643	0.041526	0.87926	0.096045	0.99998
C9orf114	6	0.074874	0.31506	0.53256	0.99224	0.75271	0.99998
SYDE2	6	-0.0051634	-0.038108	0.95004	0.99715	0.9696	0.99998
IFNL1	6	0.081819	0.57184	0.49233	0.99224	0.56743	0.99998
GNG5	6	-0.0099799	-0.049812	0.91446	0.99455	0.96027	0.99998
ABHD14B	6	0.0059552	0.03265	0.97046	0.99787	0.97395	0.99998
CHKA	6	-0.0013673	-0.0076603	0.97788	0.99802	0.99389	0.99998
NonTargetingControlGuideForHuman_0474	1	-0.039594	-0.48988	0.87759	0.99348	0.62422	0.99998
C14orf166B	6	-0.192	-1.3687	0.10232	0.95024	0.17109	0.99998
HABP4	6	-0.1603	-0.64638	0.16804	0.96379	0.51803	0.99998
ZFYVE1	6	-0.021163	-0.17023	0.83864	0.99256	0.86483	0.99998
CTSO	6	0.06891	0.72119	0.56754	0.99224	0.47079	0.99998
SLC2A7	6	0.0079787	0.087473	0.95658	0.99736	0.9303	0.99998
ABHD1	6	0.11541	0.67603	0.33207	0.99224	0.49902	0.99998
hsa-mir-6852	4	-0.057252	-0.42388	0.67618	0.99224	0.67165	0.99998
IL17C	6	-0.19229	-0.87619	0.10186	0.95024	0.38092	0.99998
MTF1	6	0.10904	0.4778	0.3607	0.99224	0.63279	0.99998
hsa-mir-4677	4	-0.011672	-0.090553	0.91667	0.99455	0.92785	0.99998
USP43	6	-0.21942	-2.1928	0.065355	0.94089	0.028321	0.99998
TTYH2	6	0.043766	0.16907	0.71918	0.99256	0.86574	0.99998
NLGN4Y	6	0.15967	0.91162	0.18141	0.9666	0.36197	0.99998
hsa-mir-4463	4	0.18428	1.2219	0.20777	0.97623	0.22174	0.99998
TBC1D9	6	0.12617	0.93662	0.29119	0.99224	0.34895	0.99998
NONO	6	-0.01378	-0.089236	0.88869	0.99353	0.92889	0.99998
PSD4	6	0.075947	0.78121	0.52657	0.99224	0.43468	0.99998
SNRNP35	6	-0.0055089	-0.033726	0.94755	0.99715	0.9731	0.99998
PSKH2	6	-0.11523	-0.71349	0.3152	0.99224	0.47554	0.99998
TCTEX1D2	6	-0.087783	-0.72983	0.44283	0.99224	0.46549	0.99998
ACPL2	6	0.10663	0.76602	0.37162	0.99224	0.44366	0.99998
C1orf141	6	0.0011629	0.0070128	0.99728	0.99972	0.9944	0.99998
ZNF638	6	-0.037144	-0.26029	0.73374	0.99256	0.79464	0.99998
RAD51AP1	6	0.10473	0.91779	0.38051	0.99224	0.35873	0.99998
GNAI3	6	0.14515	1.3853	0.2251	0.9833	0.16595	0.99998
GUCY2D	6	-0.0089455	-0.08695	0.92151	0.99499	0.93071	0.99998
ICAM1	6	0.16352	1.4417	0.1715	0.96379	0.14939	0.99998
KIAA1644	6	-0.036325	-0.22266	0.73904	0.99256	0.8238	0.99998
TIMM10	6	0.14859	0.66829	0.21432	0.97936	0.50395	0.99998
SCFD2	6	-0.012981	-0.096808	0.89552	0.99432	0.92288	0.99998
GAGE10	4	-0.034726	-0.39913	0.79361	0.99256	0.6898	0.99998
NPBWR1	6	0.1221	0.4228	0.30474	0.99224	0.67244	0.99998
HAUS5	6	-0.066177	-0.53733	0.55833	0.99224	0.59104	0.99998
HIVEP1	6	-0.13769	-1.0933	0.23473	0.98383	0.27425	0.99998
TPD52L1	6	0.1672	1.6143	0.16117	0.96379	0.10646	0.99998
NonTargetingControlGuideForHuman_0990	1	0.076369	0.47937	0.79412	0.99256	0.63167	0.99998
RAB24	6	-0.070505	-0.57062	0.53182	0.99224	0.56826	0.99998
FAM102B	6	-0.21441	-1.6421	0.071208	0.94089	0.10058	0.99998
GLRA4	5	-0.095192	-0.41892	0.44725	0.99224	0.67528	0.99998
REEP3	6	-0.09051	-0.69313	0.42969	0.99224	0.48823	0.99998
DNAJC11	6	-0.13143	-1.023	0.2552	0.99124	0.3063	0.99998
NonTargetingControlGuideForHuman_0762	1	0.13503	1.0889	0.63921	0.99224	0.27622	0.99998
NonTargetingControlGuideForHuman_0410	1	-0.12333	-0.33318	0.65364	0.99224	0.739	0.99998
hsa-mir-5698	4	-0.10758	-0.84531	0.44863	0.99224	0.39794	0.99998
SFXN4	6	0.17706	1.3528	0.13739	0.95344	0.17612	0.99998
LTBP2	6	-0.084093	-0.53196	0.46099	0.99224	0.59475	0.99998
CTAG2	5	0.030939	0.21026	0.82062	0.99256	0.83346	0.99998
KLK1	6	-0.0037786	-0.025051	0.9599	0.99741	0.98001	0.99998
MYRF	6	-0.16257	-1.1865	0.16334	0.96379	0.23543	0.99998
SPANXF1	5	-0.04258	-0.26717	0.72365	0.99256	0.78934	0.99998
GAS7	6	0.012147	0.10266	0.92773	0.99565	0.91823	0.99998
STK33	6	-0.013729	-0.13477	0.8892	0.99353	0.8928	0.99998
hsa-mir-6086	3	0.089662	0.55579	0.59888	0.99224	0.57836	0.99998
LRRIQ3	6	0.17288	1.1728	0.14716	0.96061	0.24088	0.99998
NDUFA13	6	0.013594	0.090613	0.9169	0.99455	0.9278	0.99998
NonTargetingControlGuideForHuman_0480	1	-0.28605	-1.7754	0.33502	0.99224	0.075839	0.99998
C19orf12	6	0.3287	1.9554	0.0089413	0.81667	0.050534	0.99998
TRIM39-RPP21	2	-0.010685	-0.072127	0.94386	0.99715	0.9425	0.99998
FAM179A	6	-0.12157	-1.1146	0.29128	0.99224	0.26504	0.99998
SLC52A3	6	-0.043355	-0.40192	0.69387	0.99224	0.68774	0.99998
TMEM131	6	0.036344	0.26404	0.7673	0.99256	0.79175	0.99998
